%       x_1              x_2            Y = ln T
      0.100            3.900       -2.020000e-01
      0.100            4.100       -2.469000e-01
      0.100            6.700       -2.634000e-01
      0.100            8.300       +7.110000e-02
      0.100            9.300       -4.760000e-02
      0.100            9.900       +7.826200e+00
      0.300            0.300       -1.733600e+00
      0.300            0.900       -1.595900e+00
      0.300            1.100       -1.370400e+00
      0.300            2.700       +1.044000e+00
      0.300            3.100       +5.806000e-01
      0.300            6.500       -5.045000e-01
      0.300            8.100       +6.888200e+00
      0.300            8.900       -2.387000e-01
      0.300            9.300       -2.220000e-02
      0.500            2.500       +1.213100e+00
      0.500            4.500       -3.863000e-01
      0.500            5.700       +1.550000e-01
      0.500            7.300       -8.053000e-01
      0.500           10.700       +7.917000e+00
      0.700            1.300       -1.307700e+00
      0.700            1.500       -9.382000e-01
      0.700            3.100       +1.113200e+00
      0.700            3.500       +4.516000e-01
      0.700            5.500       -4.238000e-01
      0.700            5.900       +7.036100e+00
      0.700            9.700       +7.698600e+00
      0.700           10.500       +8.423500e+00
      0.700           11.500       +6.630600e+00
      0.900            5.300       -9.426000e-01
      0.900            6.900       -1.835700e+00
      0.900           11.100       +7.527500e+00
      1.100            1.900       +3.100000e-02
      1.100            5.100       +6.052200e+00
      1.100            8.300       -4.838000e-01
      1.100            9.100       -4.543000e-01
      1.100           10.100       +8.424700e+00
      1.100           11.300       +7.565600e+00
      1.300            0.100       +4.517000e-01
      1.300            1.900       +6.859999e-02
      1.300            3.100       +2.012300e+00
      1.300            4.500       -4.225000e-01
      1.300            4.700       -6.364000e-01
      1.300            6.300       +5.850900e+00
      1.300            7.500       +6.550900e+00
      1.300            7.900       +6.747700e+00
      1.300           11.700       +7.505100e+00
      1.500            0.500       -2.377000e-01
      1.500            1.100       -1.130400e+00
      1.500            1.300       -1.081400e+00
      1.500            3.300       +1.893900e+00
      1.500            7.900       +7.046400e+00
      1.500            8.900       -8.980000e-02
      1.700            1.500       -7.727000e-01
      1.700            1.700       -4.374000e-01
      1.700            2.700       +1.866800e+00
      1.700            5.500       +6.737400e+00
      1.700            5.900       +6.651400e+00
      1.700            6.500       -1.133700e+00
      1.700            9.700       +7.539400e+00
      1.900            0.300       +6.025000e-01
      1.900            1.100       -4.135000e-01
      1.900            3.300       +1.450000e+00
      1.900            3.900       -1.134000e-01
      1.900            7.900       +7.292200e+00
      1.900            9.700       +7.514600e+00
      1.900           10.900       +8.776800e+00
      2.100            1.100       +2.890000e-02
      2.100            1.700       -2.914000e-01
      2.100            2.100       +5.670000e-02
      2.100            2.700       +1.152500e+00
      2.100            6.900       -9.210000e-02
      2.100            7.300       +1.723000e-01
      2.100            8.300       +7.088400e+00
      2.100            8.700       +6.862100e+00
      2.100            9.300       +7.138100e+00
      2.100           11.300       +8.308599e+00
      2.300            1.700       -3.840000e-01
      2.300            2.900       +7.643000e-01
      2.300            3.100       +6.073000e-01
      2.300            3.700       -8.561000e-01
      2.300            4.500       -1.096600e+00
      2.300            5.300       +7.102200e+00
      2.300            8.100       +7.051400e+00
      2.300            8.500       +6.799800e+00
      2.300           10.700       +8.509800e+00
      2.300           11.500       +7.975400e+00
      2.500            0.700       +6.513000e-01
      2.500            1.300       +1.111000e-01
      2.500            1.500       -3.104000e-01
      2.500            4.700       -8.799000e-01
      2.500            6.700       +2.869000e-01
      2.500            9.100       +6.922000e+00
      2.500            9.500       +7.225300e+00
      2.700            2.100       -9.439000e-01
      2.700            4.300       -1.602200e+00
      2.700            7.700       +7.089300e+00
      2.700           11.700       +7.535000e+00
      2.900            0.100       -5.250000e-02
      2.900            2.100       -1.221400e+00
      2.900            4.900       +6.165900e+00
      2.900            5.500       +6.752300e+00
      2.900            7.500       -7.930000e-02
      2.900            7.700       -3.300000e-02
      2.900            8.900       +7.029400e+00
      2.900            9.300       +7.231200e+00
      2.900           11.700       +7.492600e+00
      3.100            0.500       +7.196800e+00
      3.100            1.100       -3.855000e-01
      3.100            2.900       -1.502500e+00
      3.100            4.900       +6.024600e+00
      3.100            6.300       +7.038000e-01
      3.100            8.100       +7.170600e+00
      3.100           11.300       +8.333500e+00
      3.100           11.500       +7.867200e+00
      3.300            0.300       +7.475000e+00
      3.300            1.100       -5.018000e-01
      3.300            3.500       +5.746200e+00
      3.300            3.900       +5.912900e+00
      3.300            6.500       +7.662600e+00
      3.300            7.100       -3.840000e-02
      3.300           11.900       +6.931500e+00
      3.500            2.700       -8.826000e-01
      3.500            3.300       +5.966900e+00
      3.500            6.300       +7.310600e+00
      3.500           11.900       +6.820400e+00
      3.700            1.900       +5.725200e+00
      3.700            3.100       +6.521200e+00
      3.700            4.100       +5.904700e+00
      3.700            5.500       +5.558800e+00
      3.700            8.100       +7.517400e+00
