%       x_1              x_2            Y = ln T
      0.100            1.300       -8.160000e-01
      0.100            1.500       -2.574000e-01
      0.100            4.100       -2.469000e-01
      0.100            4.300       -1.714000e-01
      0.100            5.500       +4.284000e-01
      0.100            6.900       -2.096000e-01
      0.100            9.100       -1.852000e-01
      0.300            0.500       -1.772600e+00
      0.300            0.900       -1.595900e+00
      0.300            1.300       -1.018000e+00
      0.300            2.900       +8.394000e-01
      0.300            3.900       -2.191000e-01
      0.300            4.100       -3.037000e-01
      0.300            4.300       -2.567000e-01
      0.300            4.500       -1.592000e-01
      0.300            4.900       -1.671000e-01
      0.300            5.100       -1.346000e-01
      0.500            0.100       -1.400900e+00
      0.500            0.900       -1.586000e+00
      0.500            2.300       +1.052800e+00
      0.500            3.900       -1.674000e-01
      0.500            4.100       -3.025000e-01
      0.500            5.300       -3.403000e-01
      0.500            6.900       -1.050800e+00
      0.500            9.100       -2.084000e-01
      0.500           11.300       +6.613800e+00
      0.700            0.500       -1.317700e+00
      0.700            2.700       +1.409800e+00
      0.700            4.500       -5.937000e-01
      0.700            6.900       -1.527700e+00
      0.700            8.900       -4.106000e-01
      0.700            9.700       +7.698600e+00
      0.700           11.900       +6.781100e+00
      0.900            0.300       -6.266000e-01
      0.900            1.700       -4.934000e-01
      0.900            3.100       +1.418600e+00
      0.900            3.500       +7.555000e-01
      0.900            6.900       -1.835700e+00
      0.900            9.100       +6.704500e+00
      1.100            0.500       -7.070000e-01
      1.100            2.300       +1.187000e+00
      1.100            2.500       +1.566900e+00
      1.100            4.100       -2.300002e-03
      1.100            4.500       -5.925000e-01
      1.100            5.100       +6.052200e+00
      1.100            5.900       +6.658100e+00
      1.100            6.100       +6.369900e+00
      1.100            7.500       +6.167800e+00
      1.100            8.900       -4.556000e-01
      1.100            9.100       -4.543000e-01
      1.100            9.500       +7.360700e+00
      1.100            9.700       +7.693600e+00
      1.100           10.100       +8.424700e+00
      1.300            5.700       +6.588500e+00
      1.300            9.100       -3.488000e-01
      1.300           10.500       +8.902800e+00
      1.300           10.900       +8.696800e+00
      1.300           11.100       +8.322100e+00
      1.300           11.500       +7.735200e+00
      1.500            0.700       -6.507000e-01
      1.500            0.900       -1.001400e+00
      1.500            1.100       -1.130400e+00
      1.500            4.500       +6.813800e+00
      1.500            6.900       +5.835900e+00
      1.500            7.300       +6.672400e+00
      1.500            8.300       +6.994800e+00
      1.500            9.500       +7.254000e+00
      1.500           10.100       +8.317101e+00
      1.700            0.500       +3.830000e-02
      1.700            0.900       -6.219000e-01
      1.700            1.100       -8.364000e-01
      1.700            2.900       +2.126700e+00
      1.700            5.700       +6.766100e+00
      1.700            7.300       +7.026500e+00
      1.700            7.700       +7.314500e+00
      1.700            9.900       +7.873700e+00
      1.700           10.500       +8.770900e+00
      1.700           11.700       +7.799500e+00
      1.900            2.100       +3.012000e-01
      1.900            2.300       +7.207000e-01
      1.900            2.900       +1.811100e+00
      1.900            7.300       +7.200800e+00
      1.900            8.300       +7.187000e+00
      1.900            9.900       +7.803300e+00
      1.900           10.500       +8.602400e+00
      2.100            2.100       +5.670000e-02
      2.100            3.300       +8.598000e-01
      2.100            3.700       -2.403000e-01
      2.100            4.500       +6.354600e+00
      2.100            9.700       +7.484200e+00
      2.100           10.700       +8.607500e+00
      2.100           11.100       +8.535200e+00
      2.100           11.500       +8.016000e+00
      2.300            2.500       +3.600000e-01
      2.300            3.900       -1.264800e+00
      2.300            4.500       -1.096600e+00
      2.300            4.900       +6.926300e+00
      2.300            6.100       +7.307000e+00
      2.300            6.300       +1.538000e-01
      2.300            7.500       +7.161700e+00
      2.300            7.700       +7.140900e+00
      2.300            8.100       +7.051400e+00
      2.300            8.900       +6.828200e+00
      2.500            2.500       -1.032000e-01
      2.500            3.900       -1.543700e+00
      2.500            4.100       -1.692700e+00
      2.700            3.300       -1.005500e+00
      2.700            3.500       -1.256800e+00
      2.700            4.300       -1.602200e+00
      2.700            6.300       +7.652000e+00
      2.700            9.300       +7.121200e+00
      2.700           10.700       +8.878700e+00
      2.900            0.100       -5.250000e-02
      2.900            0.900       +1.392000e-01
      2.900            3.300       -1.425900e+00
      2.900            4.900       +6.165900e+00
      2.900           10.100       +8.328600e+00
      2.900           10.900       +8.998700e+00
      2.900           11.100       +8.761200e+00
      2.900           11.300       +8.382500e+00
      3.100            0.300       +1.190000e-01
      3.100            0.900       -1.005000e-01
      3.100            2.700       -1.304400e+00
      3.100            5.500       +6.510800e+00
      3.100            6.300       +7.038000e-01
      3.100            6.700       +6.027000e-01
      3.100            8.100       +7.170600e+00
      3.100            8.300       +7.156200e+00
      3.100            8.700       +7.194100e+00
      3.300            0.100       +4.130000e-01
      3.300            0.500       +7.352500e+00
      3.300            2.700       -1.236400e+00
      3.300            3.500       +5.746200e+00
      3.300            5.300       +5.879000e+00
      3.300           10.300       +8.796000e+00
      3.300           11.100       +8.595900e+00
      3.300           11.500       +7.751700e+00
      3.500            0.700       +7.334900e+00
      3.500            6.900       +3.460000e-02
      3.500            7.700       +7.269600e+00
      3.500            8.900       +7.599500e+00
      3.500           10.100       +8.545500e+00
      3.500           11.300       +7.971900e+00
      3.700            1.100       -2.659000e-01
      3.700            2.900       +6.800000e+00
      3.700            3.700       -1.049800e+00
      3.700            5.500       +5.558800e+00
      3.700            6.700       +3.249999e-02
      3.700            7.900       +7.422300e+00
      3.700            8.900       +7.653700e+00
      3.700           11.100       +7.863800e+00
      3.900            1.100       -1.114000e-01
      3.900            1.700       +5.786500e+00
      3.900            5.300       +5.231700e+00
      3.900            5.900       +6.414800e+00
      3.900            8.500       +7.489000e+00
      3.900            8.700       +7.520400e+00
      3.900            9.100       +7.543100e+00
      4.100            0.700       +8.084200e+00
      4.100            3.100       +6.898800e+00
      4.100            3.500       +6.489000e+00
      4.100            4.900       +5.312700e+00
      4.100            5.100       +5.314700e+00
      4.100            5.300       +5.412700e+00
      4.100            8.700       +7.168600e+00
      4.100           10.100       +7.569600e+00
      4.100           11.900       +6.771400e+00
      4.300            0.100       +1.271700e+00
      4.300            3.100       +6.849800e+00
      4.300            5.300       +5.681100e+00
      4.300            6.900       +7.518700e+00
      4.300            8.100       +7.084300e+00
      4.300            9.900       +6.997200e+00
      4.500            2.100       +6.339500e+00
      4.500            3.700       +6.357400e+00
      4.500            4.300       +5.617900e+00
      4.500            4.900       +5.628100e+00
      4.500            5.900       +6.371500e+00
      4.500            6.100       +6.508500e+00
      4.700            2.700       +6.282100e+00
      4.700            4.300       +5.719700e+00
      4.700            6.300       +7.190900e+00
      4.700            7.900       +7.093300e+00
      4.700            9.900       +5.820600e+00
      4.700           10.700       +5.740400e+00
      4.700           11.900       +6.235100e+00
      4.900            3.700       +6.208500e+00
      4.900            3.900       +6.134900e+00
      4.900            4.500       +5.844700e+00
      4.900            6.900       +8.176500e+00
      4.900            7.700       +7.463200e+00
      4.900            9.100       +5.691000e+00
      4.900            9.500       +5.709700e+00
      5.100            0.900       +6.856300e+00
      5.100            5.300       +6.872900e+00
      5.100            7.500       +8.031300e+00
      5.100            7.900       +7.048500e+00
      5.100            9.700       +5.720900e+00
      5.100           11.900       +5.714100e+00
      5.300            3.700       +6.360000e+00
      5.300            4.700       +6.360400e+00
      5.300            8.300       +6.493900e+00
      5.300           11.900       +5.446400e+00
      5.500            1.700       +5.439400e+00
      5.500            5.100       +6.937400e+00
      5.500            5.900       +7.375100e+00
      5.500            6.100       +7.474300e+00
      5.500            6.900       +7.780600e+00
      5.500            8.500       +6.440400e+00
      5.700            0.500       +7.327000e+00
      5.700            1.900       +5.492400e+00
      5.700            3.100       +5.687300e+00
      5.700            3.300       +5.941800e+00
      5.700            6.700       +7.176000e+00
      5.700            7.500       +8.146400e+00
      5.700            7.900       +7.915000e+00
      5.700            8.700       +6.573200e+00
      5.700           11.900       +5.157200e+00
      5.900            1.700       +5.737400e+00
      5.900            4.900       +6.745600e+00
      5.900            9.100       +6.725700e+00
      6.100            0.300       +7.274700e+00
      6.100            1.500       +5.933300e+00
      6.100            3.900       +6.417800e+00
      6.100            6.100       +6.480600e+00
      6.300            0.500       +6.551700e+00
      6.300            1.500       +6.076800e+00
      6.300            3.900       +6.509100e+00
      6.300            4.900       +7.006000e+00
      6.300            5.500       +6.959300e+00
      6.300            7.900       +3.626000e-01
      6.300            8.300       +7.007800e+00
      6.300           11.300       +5.751500e+00
      6.500            0.500       +6.357500e+00
      6.500            1.500       +6.224400e+00
      6.500            2.900       +5.488100e+00
      6.500            5.300       +7.113500e+00
      6.500            6.700       +6.490100e+00
      6.700            3.500       +6.518900e+00
      6.700            4.900       +7.209700e+00
      6.700            5.500       -1.443000e-01
      6.700            7.300       +7.287500e+00
      6.700            8.900       -9.552000e-01
      6.700            9.100       +6.149100e+00
      6.700            9.500       +6.529300e+00
      6.700           11.100       +6.244300e+00
      6.700           11.300       +5.971300e+00
      6.700           11.700       +6.001500e+00
      6.900            0.900       +6.030400e+00
      6.900            5.500       -1.170000e-02
      6.900            5.900       +6.471300e+00
      6.900           10.300       +7.289400e+00
      7.100            1.700       +6.935600e+00
      7.100            2.300       +6.985900e+00
      7.100            6.700       +6.674700e+00
      7.100            7.500       +3.355000e-01
      7.300            1.300       +7.008400e+00
      7.300            5.100       +7.115200e+00
      7.300            5.900       +7.022300e+00
      7.300            6.500       -2.710000e-01
      7.300            6.900       -8.910000e-02
      7.300            7.300       +2.643000e-01
      7.300            8.500       -5.853000e-01
      7.300            9.700       +7.093700e+00
      7.500            4.100       +6.723000e+00
      7.500            4.500       -7.390000e-01
      7.500            5.500       +7.247400e+00
      7.500            6.900       +1.445000e-01
      7.500            8.300       +2.030000e-02
      7.500            8.500       +6.800900e+00
