%       x_1              x_2            Y = ln T
      0.100            0.100       -1.662600e+00
      0.100            1.500       -2.574000e-01
      0.100            3.500       -6.500000e-02
      0.100            7.500       +2.187000e-01
      0.300            1.300       -1.018000e+00
      0.300            3.500       +5.860000e-02
      0.300            4.700       -1.357000e-01
      0.300            5.900       +4.751000e-01
      0.300            6.300       -1.625000e-01
      0.300           10.300       +8.187000e+00
      0.500            0.100       -1.400900e+00
      0.500            1.100       -1.430600e+00
      0.500            3.700       +7.299997e-03
      0.500            5.300       -3.403000e-01
      0.500            5.700       +1.550000e-01
      0.500            6.100       -8.600004e-03
      0.500           11.700       +6.593300e+00
      0.700            0.500       -1.317700e+00
      0.700            5.500       -4.238000e-01
      0.700            7.900       +6.283100e+00
      0.700            8.500       +6.616800e+00
      0.900            1.100       -1.448500e+00
      0.900            1.500       -9.912000e-01
      0.900            3.300       +1.117400e+00
      0.900            3.900       +1.149000e-01
      0.900            4.500       -6.728000e-01
      0.900            5.100       -1.104700e+00
      0.900            6.700       -1.833800e+00
      0.900            9.100       +6.704500e+00
      0.900            9.700       +7.724100e+00
      0.900           10.900       +7.986300e+00
      1.100            0.300       -2.480000e-01
      1.100            0.700       -1.115400e+00
      1.100            1.100       -1.422800e+00
      1.100            2.900       +1.816900e+00
      1.100            3.500       +1.092700e+00
      1.100            4.100       -2.300002e-03
      1.100            6.500       -1.844300e+00
      1.100            6.700       -2.036800e+00
      1.100            7.700       +6.362500e+00
      1.100            8.500       -3.984000e-01
      1.100            8.700       -3.775000e-01
      1.100            9.100       -4.543000e-01
      1.100           11.900       +7.091200e+00
      1.300            1.900       +6.859999e-02
      1.300            2.700       +1.833200e+00
      1.300            4.900       +6.330300e+00
      1.300            5.300       +6.312400e+00
      1.300            7.300       +6.236000e+00
      1.300            8.100       +6.756900e+00
      1.300           10.300       +8.722900e+00
      1.300           10.700       +8.898100e+00
      1.300           11.300       +7.958600e+00
      1.500            7.900       +7.046400e+00
      1.500            8.300       +6.994800e+00
      1.500            8.700       -8.180000e-02
      1.500           10.300       +8.649300e+00
      1.500           11.700       +7.702200e+00
      1.700            1.100       -8.364000e-01
      1.700            2.500       +1.420600e+00
      1.700            6.300       -9.145000e-01
      1.700            6.700       -1.076200e+00
      1.700            6.900       +6.312800e+00
      1.700            7.100       +6.681200e+00
      1.700            8.900       +7.072100e+00
      1.700            9.900       +7.873700e+00
      1.900            0.500       +3.570000e-01
      1.900            1.300       -5.487000e-01
      1.900            6.300       -5.724000e-01
      1.900            6.700       -5.846000e-01
      2.100            2.700       +1.152500e+00
      2.100            3.700       -2.403000e-01
      2.100            4.500       +6.354600e+00
      2.100            6.500       -2.111000e-01
      2.100            7.900       +7.248400e+00
      2.100            8.500       +6.951300e+00
      2.100            9.500       +7.265300e+00
      2.100           11.300       +8.308599e+00
      2.300            2.900       +7.643000e-01
      2.300            4.700       +6.503600e+00
      2.300            5.100       +7.044600e+00
      2.300            7.500       +7.161700e+00
      2.300           10.900       +8.592100e+00
      2.300           11.900       +7.365100e+00
      2.500            1.700       -6.312000e-01
      2.500            1.900       -7.393000e-01
      2.500            2.900       +1.462000e-01
      2.500            5.100       +6.738000e+00
      2.500            5.500       +7.064700e+00
      2.500            8.100       +6.958600e+00
      2.500            8.500       +6.689000e+00
      2.500            9.300       +7.082000e+00
      2.700            1.300       -1.857000e-01
      2.700            2.500       -5.644000e-01
      2.700            3.300       -1.005500e+00
      2.700            4.700       +6.055000e+00
      2.700            7.300       -5.970000e-02
      2.700            7.900       +7.028600e+00
      2.700            8.900       +6.828400e+00
      2.700            9.500       +7.277300e+00
      2.700            9.900       +7.751400e+00
      2.700           10.700       +8.878700e+00
      2.900            1.300       -5.579000e-01
      2.900            2.300       -1.078500e+00
      2.900            4.100       +5.676100e+00
      2.900            4.300       +5.695100e+00
      2.900            4.900       +6.165900e+00
      2.900            6.100       +5.207000e-01
      2.900            7.900       -3.090000e-02
      2.900           10.100       +8.328600e+00
      2.900           11.700       +7.492600e+00
      3.100            0.300       +1.190000e-01
      3.100            2.100       -1.398900e+00
      3.100            2.900       -1.502500e+00
      3.100            4.300       +5.835200e+00
      3.100            6.100       +4.802000e-01
      3.100            7.100       +3.410000e-02
      3.100            9.100       +7.276700e+00
      3.100           11.700       +7.426400e+00
      3.300            6.100       +2.657000e-01
      3.300            6.500       +7.662600e+00
      3.300            9.500       +7.727100e+00
      3.300            9.900       +8.349000e+00
      3.300           11.700       +7.307800e+00
      3.500            2.300       -9.657000e-01
      3.500            5.300       +5.531500e+00
      3.500            7.700       +7.269600e+00
      3.500            9.100       +7.610000e+00
      3.500           10.500       +8.596900e+00
      3.500           10.900       +8.435600e+00
      3.500           11.300       +7.971900e+00
      3.700            1.700       +5.664300e+00
      3.700            2.500       -3.219000e-01
      3.700            3.300       +6.223200e+00
      3.700            5.700       +6.014600e+00
      3.700            6.300       +7.024800e+00
      3.700            9.100       +7.658100e+00
      3.900            0.900       +3.711000e-01
      3.900            1.700       +5.786500e+00
      3.900            2.300       +6.780300e+00
      3.900            3.700       +6.182600e+00
      3.900            5.500       +5.544900e+00
      3.900            7.500       +7.551900e+00
      3.900            8.100       +7.428200e+00
      3.900            8.300       +7.459800e+00
      3.900            9.300       +7.611200e+00
      3.900           10.100       +8.020800e+00
      3.900           11.100       +7.488800e+00
      3.900           11.300       +7.439900e+00
      3.900           11.700       +7.008000e+00
      4.100            0.100       +1.351800e+00
      4.100            1.700       +5.903400e+00
