%       x_1              x_2            Y = ln T
      0.100            1.700       +3.018000e-01
      0.100           10.500       +7.888200e+00
      0.700            7.300       -1.224900e+00
      0.700            9.500       +7.358800e+00
      2.300           10.700       +8.509800e+00
      2.700            5.100       +6.485400e+00
      3.100            3.300       -1.537200e+00
      3.500            4.100       +5.922100e+00
      3.700            4.900       +5.311400e+00
      3.700            8.700       +7.658700e+00
      4.100            6.100       +6.613700e+00
      4.500            2.500       +6.676400e+00
      5.100            6.900       +8.213700e+00
      5.300            6.500       +7.821500e+00
      5.700            3.500       +6.180700e+00
      6.500            4.100       +6.775700e+00
      6.900            5.500       -1.170000e-02
      6.900           10.100       +7.226900e+00
      7.100           10.300       +7.201800e+00
      7.500            8.300       +2.030000e-02
      7.700            6.300       +4.723000e-01
      7.700            9.900       +7.516900e+00
      7.900            3.500       +7.231200e+00
      7.900            9.900       +7.595400e+00
      8.100            9.300       +7.548300e+00
      8.300            1.900       +8.428500e+00
      8.500            4.500       -7.007000e-01
      8.900           10.500       +7.132800e+00
      9.100            6.900       -8.948000e-01
     10.300            4.500       +6.810700e+00
     10.500            6.300       -9.465000e-01
     10.700            5.900       -2.591000e-01
     11.500            9.500       -6.637000e-01
     11.700            2.100       +7.149600e+00
     11.700            9.300       -4.216000e-01
     11.900            0.700       +8.961300e+00
