%       x_1              x_2            Y = ln T
      0.100            4.500       -3.430000e-02
      0.100            7.300       +1.351000e-01
      0.100           10.500       +7.888200e+00
      0.100           10.900       +7.320300e+00
      0.500            1.500       -7.640000e-01
      0.500            3.500       +2.262000e-01
      0.500            5.500       -7.230000e-02
      0.700            7.100       -1.437200e+00
      0.900            0.500       -9.923000e-01
      1.100            8.100       -5.910000e-01
      1.900            4.100       -4.603000e-01
      2.100           10.100       +7.953300e+00
      2.300            0.100       +5.909000e-01
      2.300            1.900       -4.343000e-01
      2.300            4.900       +6.926300e+00
      2.300            7.700       +7.140900e+00
      2.500            1.700       -6.312000e-01
      2.500            8.100       +6.958600e+00
      2.700           10.300       +8.407700e+00
      2.900            2.700       -9.953000e-01
      3.100            3.300       -1.537200e+00
      3.100           11.300       +8.333500e+00
      3.300            8.900       +7.442200e+00
      3.700            0.300       +1.085900e+00
      4.100            5.300       +5.412700e+00
      4.100           11.100       +7.139200e+00
      4.300            3.700       +6.395400e+00
      4.300            5.300       +5.681100e+00
      4.500           10.100       +6.312300e+00
      4.700            0.100       +8.212300e+00
      4.700            7.900       +7.093300e+00
      4.900            5.500       +6.775600e+00
      4.900            8.700       +5.884600e+00
      5.500            1.100       +5.962600e+00
      5.500            1.500       +5.506600e+00
      5.500            5.500       +7.275600e+00
      5.900            5.300       +7.055400e+00
      6.500            2.900       +5.488100e+00
      6.700            5.700       -4.647000e-01
      6.700           11.700       +6.001500e+00
      6.900            4.500       +7.213400e+00
      7.100            4.700       +7.052200e+00
      7.300            0.500       +6.478600e+00
      7.500            4.500       -7.390000e-01
      7.500            6.900       +1.445000e-01
      7.500            7.300       +3.749000e-01
      7.500           10.100       +7.318700e+00
      7.700            2.500       +7.489400e+00
      7.700            2.900       +7.331000e+00
      7.900            8.300       +7.112900e+00
      7.900           11.700       +7.693700e+00
      8.100            1.900       +8.339400e+00
      8.300            8.700       +6.780300e+00
      8.300            8.900       +6.994400e+00
      8.700            7.500       -5.429000e-01
      8.700            8.300       +6.138400e+00
      8.900            7.500       -9.012000e-01
      9.100            5.100       +7.727600e+00
      9.500           11.900       +7.274400e+00
      9.700            5.900       +6.681000e+00
      9.900            1.700       +7.705700e+00
     10.300            5.100       +1.040000e-02
     10.500            1.900       +6.165000e+00
     10.500            5.500       +1.954000e-01
     10.700            5.100       +1.060000e-01
     10.700            8.500       -1.404000e-01
     10.900            2.300       +6.435200e+00
     10.900            9.700       -9.809000e-01
     11.100            9.500       -9.640000e-01
     11.300            5.300       +5.892000e-01
     11.500            3.900       -3.840000e-02
     11.900            2.100       +7.544700e+00
