%       x_1              x_2            Y = ln T
      0.100            7.700       +2.149000e-01
      0.100            8.500       -1.880000e-02
      0.100            9.500       +1.950000e-01
      0.100           10.900       +7.320300e+00
      0.300            4.100       -3.037000e-01
      0.300            7.100       -4.365000e-01
      0.500            5.100       -5.105000e-01
      0.500            6.100       -8.600004e-03
      0.500            7.700       +6.503400e+00
      0.700            0.300       -1.080000e+00
      0.700            1.700       -4.143000e-01
      0.700            5.100       -8.832000e-01
      0.700            5.300       -6.958000e-01
      0.700            7.100       -1.437200e+00
      0.700            7.500       -1.039400e+00
      0.900            2.500       +1.437200e+00
      0.900            3.300       +1.117400e+00
      0.900            4.700       -9.195001e-01
      0.900            8.500       -4.862000e-01
      0.900            9.500       +7.394600e+00
      1.100            0.500       -7.070000e-01
      1.100            5.500       +6.366300e+00
      1.100            5.900       +6.658100e+00
      1.300            6.100       +6.338800e+00
      1.300           11.900       +7.304400e+00
      1.500            0.900       -1.001400e+00
      1.500            5.100       +6.636000e+00
      1.500            5.500       +6.544100e+00
      1.500            7.700       +7.078400e+00
      1.500            8.700       -8.180000e-02
      1.700            0.300       +3.871000e-01
      1.700            1.300       -9.365000e-01
      1.700            1.500       -7.727000e-01
      1.700            2.500       +1.420600e+00
      1.700            4.900       +6.893600e+00
      1.700            6.300       -9.145000e-01
      1.700            6.700       -1.076200e+00
      1.700            7.300       +7.026500e+00
      1.700            8.100       +7.172200e+00
      1.700            9.100       +7.049200e+00
      1.700           10.900       +8.894200e+00
      1.900            1.900       -8.620000e-02
      1.900            3.500       +9.655000e-01
      1.900            6.300       -5.724000e-01
      1.900            7.900       +7.292200e+00
      1.900            8.500       +7.072300e+00
      1.900            9.300       +7.118000e+00
      1.900            9.500       +7.266800e+00
      1.900            9.700       +7.514600e+00
      1.900           10.500       +8.602400e+00
      2.100            0.700       +4.509000e-01
      2.100            3.300       +8.598000e-01
      2.100            6.300       -1.874000e-01
      2.100           11.900       +7.463700e+00
      2.300            2.700       +6.364000e-01
      2.300            3.700       -8.561000e-01
      2.300            4.100       -1.475100e+00
      2.500            1.700       -6.312000e-01
      2.500            1.900       -7.393000e-01
      2.500            4.100       -1.692700e+00
      2.500            4.500       -1.342500e+00
      2.500            7.100       +5.700000e-02
      2.500            7.500       +7.063600e+00
      2.500            8.500       +6.689000e+00
      2.500            9.500       +7.225300e+00
      2.500           11.700       +7.587700e+00
      2.700            1.300       -1.857000e-01
      2.700            2.700       -4.827000e-01
