%       x_1              x_2            Y = ln T
      0.100            2.500       +1.113300e+00
      0.100            4.100       -2.469000e-01
      0.100            5.900       +6.692000e-01
      0.100            7.900       +1.817000e-01
      0.100            8.300       +7.110000e-02
      0.100            9.700       +7.582300e+00
      0.300            1.500       -5.310000e-01
      0.300            9.500       +2.086000e-01
      0.300            9.700       +5.011000e-01
      0.300           10.300       +8.187000e+00
      0.300           10.900       +7.315200e+00
      0.500            4.700       -4.610000e-01
      0.500            4.900       -5.472000e-01
      0.500            5.100       -5.105000e-01
      0.500            5.500       -7.230000e-02
      0.500            8.500       +6.713900e+00
      0.500            8.700       -3.545000e-01
      0.700            0.700       -1.498100e+00
      0.700            1.900       +1.266000e-01
      0.700            3.100       +1.113200e+00
      0.700            5.900       +7.036100e+00
      0.700            8.900       -4.106000e-01
      0.900            3.500       +7.555000e-01
      0.900            7.500       -1.155400e+00
      0.900            9.900       +8.091600e+00
      0.900           11.900       +6.880600e+00
      1.100            0.300       -2.480000e-01
      1.100            0.700       -1.115400e+00
      1.100            1.900       +3.100000e-02
      1.100            4.300       -3.018000e-01
      1.100            5.900       +6.658100e+00
      1.100            7.700       +6.362500e+00
      1.100           10.700       +8.668300e+00
      1.100           11.300       +7.565600e+00
      1.300            0.900       -1.232600e+00
      1.300            1.500       -8.391000e-01
      1.300            7.700       +6.728700e+00
      1.300           11.500       +7.735200e+00
      1.500            0.700       -6.507000e-01
      1.500            2.900       +2.161900e+00
      1.500            6.300       +6.009600e+00
      1.700            1.700       -4.374000e-01
      1.700            8.300       +7.146500e+00
      1.700            9.900       +7.873700e+00
      1.700           11.300       +8.381800e+00
      1.900            2.100       +3.012000e-01
      1.900            4.100       -4.603000e-01
      1.900            4.900       +7.043700e+00
      1.900            7.700       +7.354300e+00
      1.900           10.900       +8.776800e+00
      2.100            4.100       -1.003900e+00
      2.100            5.300       +7.060100e+00
      2.100            7.300       +1.723000e-01
      2.100           10.700       +8.607500e+00
      2.100           11.100       +8.535200e+00
      2.300            4.900       +6.926300e+00
      2.300            8.300       +6.922100e+00
      2.300           11.900       +7.365100e+00
      2.500            1.700       -6.312000e-01
      2.500            6.500       +7.454400e+00
      2.500            6.700       +2.869000e-01
      2.500            9.700       +7.409100e+00
      2.700            0.100       +5.729999e-02
      2.700            3.100       -7.489000e-01
      2.700            3.500       -1.256800e+00
      2.700            7.700       +7.089300e+00
      2.700            8.300       +6.767100e+00
      2.700            8.900       +6.828400e+00
      2.900            3.100       -1.314600e+00
      2.900            3.700       -1.449500e+00
      2.900            9.100       +7.112800e+00
      3.100            1.700       +5.584500e+00
