%       x_1              x_2            Y = ln T
      0.100            1.300       -8.160000e-01
      0.100            1.500       -2.574000e-01
      0.100            1.700       +3.018000e-01
      0.100            2.300       +1.185300e+00
      0.100            3.700       -1.449000e-01
      0.100            4.300       -1.714000e-01
      0.100            5.100       +7.350000e-02
      0.100            5.700       +6.024000e-01
      0.100            7.700       +2.149000e-01
      0.100            8.300       +7.110000e-02
      0.100           10.100       +7.961700e+00
      0.100           10.900       +7.320300e+00
      0.100           11.100       +7.005200e+00
      0.100           11.500       +6.656200e+00
      0.100           11.700       +6.721900e+00
      0.300            0.100       -1.669900e+00
      0.300            1.300       -1.018000e+00
      0.300            2.300       +1.105200e+00
      0.300            2.700       +1.044000e+00
      0.300            4.100       -3.037000e-01
      0.300            5.300       +3.999993e-04
      0.300            6.300       -1.625000e-01
      0.300            7.100       -4.365000e-01
      0.300            7.900       +6.895300e+00
      0.300            9.500       +2.086000e-01
      0.300           10.300       +8.187000e+00
      0.500            0.500       -1.608200e+00
      0.500            0.700       -1.665300e+00
      0.500            2.500       +1.213100e+00
      0.500            3.100       +8.255000e-01
      0.500            3.500       +2.262000e-01
      0.500            5.100       -5.105000e-01
      0.500            6.300       -4.213000e-01
      0.500            7.100       -9.620000e-01
      0.500            8.300       +6.657800e+00
      0.500            8.500       +6.713900e+00
      0.500           11.500       +6.504200e+00
      0.700            2.300       +1.044000e+00
      0.700            3.900       -6.200000e-02
      0.700            4.100       -2.678000e-01
      0.700            5.700       -1.643000e-01
      0.700            6.100       -2.741000e-01
      0.700            6.300       -7.719000e-01
      0.700            8.300       +6.529200e+00
      0.700            9.700       +7.698600e+00
      0.700           11.300       +6.804200e+00
      0.700           11.700       +6.651600e+00
      0.700           11.900       +6.781100e+00
      0.900            0.500       -9.923000e-01
      0.900            3.500       +7.555000e-01
      0.900            7.300       -1.401500e+00
      0.900            7.700       +6.116200e+00
      0.900            8.300       -5.842000e-01
      0.900            8.700       -4.680000e-01
      0.900           10.100       +8.420800e+00
      0.900           10.300       +8.616300e+00
      0.900           10.700       +8.367300e+00
      1.100            0.100       +1.511000e-01
      1.100            1.300       -1.272500e+00
      1.100            2.100       +6.446000e-01
      1.100            3.300       +1.463500e+00
      1.100            4.300       -3.018000e-01
      1.100            7.700       +6.362500e+00
      1.100            8.500       -3.984000e-01
      1.100            8.900       -4.556000e-01
      1.100           11.100       +7.944700e+00
      1.300            0.700       -9.042000e-01
      1.300            3.100       +2.012300e+00
      1.300            3.300       +1.750900e+00
      1.300            6.700       -1.960200e+00
      1.300            8.700       -2.368000e-01
      1.300            8.900       -3.018000e-01
      1.300            9.900       +7.994800e+00
      1.300           10.700       +8.898100e+00
      1.300           11.500       +7.735200e+00
      1.500            0.100       +6.095999e-01
      1.500            0.300       +1.973000e-01
      1.500            1.300       -1.081400e+00
      1.500            2.100       +6.049000e-01
      1.500            2.700       +1.920700e+00
      1.500            4.300       +6.992000e+00
      1.500            6.500       -1.496300e+00
      1.500            7.100       +6.280400e+00
      1.500            8.100       +6.991300e+00
      1.500            8.700       -8.180000e-02
      1.500            9.100       +6.932000e+00
      1.500           10.700       +8.950600e+00
      1.500           10.900       +8.860600e+00
      1.700            0.300       +3.871000e-01
      1.700            2.100       +4.964000e-01
      1.700            2.300       +9.549000e-01
      1.700            3.100       +2.092100e+00
      1.700            7.900       +7.256500e+00
      1.700            8.900       +7.072100e+00
      1.700           10.500       +8.770900e+00
      1.700           11.300       +8.381800e+00
      1.700           11.500       +8.089400e+00
      1.900            0.300       +6.025000e-01
      1.900            1.300       -5.487000e-01
      1.900            1.900       -8.620000e-02
      1.900            3.300       +1.450000e+00
      1.900            3.900       -1.134000e-01
      1.900            4.100       -4.603000e-01
      1.900            5.100       +6.967600e+00
      1.900            6.500       -6.555000e-01
      1.900            7.100       -1.422000e-01
      1.900            9.900       +7.803300e+00
      2.100            2.700       +1.152500e+00
      2.100            3.900       -7.359000e-01
      2.100            4.300       -1.021600e+00
      2.100            5.300       +7.060100e+00
      2.100            6.100       +7.034500e+00
      2.100            7.100       +5.940000e-02
      2.100            7.500       +7.314200e+00
      2.100            8.100       +7.171500e+00
      2.100           11.300       +8.308599e+00
      2.100           11.700       +7.712300e+00
      2.100           11.900       +7.463700e+00
      2.300            0.700       +6.512000e-01
      2.300            1.700       -3.840000e-01
      2.300            2.500       +3.600000e-01
      2.300            3.300       +2.019000e-01
      2.300            4.300       -1.460900e+00
      2.300            4.900       +6.926300e+00
      2.300            6.900       +9.450000e-02
      2.300            7.300       +1.026000e-01
      2.300            7.700       +7.140900e+00
      2.300            8.300       +6.922100e+00
      2.300            8.900       +6.828200e+00
      2.300            9.500       +7.233500e+00
      2.300           10.700       +8.509800e+00
      2.300           11.700       +7.645400e+00
      2.500            0.300       +5.554000e-01
      2.500            4.900       +6.584400e+00
      2.500            5.900       +7.395100e+00
      2.500            6.100       +7.480600e+00
      2.500            7.900       +7.018400e+00
      2.500            9.500       +7.225300e+00
      2.500           10.100       +7.884800e+00
      2.500           10.700       +8.643300e+00
      2.700            0.300       +2.327000e-01
      2.700            1.900       +6.076600e+00
      2.700            2.100       -9.439000e-01
      2.700            2.300       -7.663000e-01
      2.700            3.700       -1.453300e+00
      2.700            5.900       +7.378900e+00
      2.700            6.300       +7.652000e+00
      2.700            7.300       -5.970000e-02
      2.900            0.300       +4.000000e-02
      2.900            1.100       -1.479000e-01
      2.900            1.300       -5.579000e-01
      2.900            2.300       -1.078500e+00
      2.900            2.700       -9.953000e-01
      2.900            3.100       -1.314600e+00
      2.900            3.500       -1.452600e+00
      2.900            4.900       +6.165900e+00
      2.900            5.300       +6.455300e+00
      2.900            5.500       +6.752300e+00
      2.900            6.500       +7.318000e-01
      2.900            6.700       +5.855000e-01
      2.900            6.900       +3.075000e-01
      2.900            7.100       +4.450000e-02
      2.900            9.900       +7.978600e+00
      2.900           10.900       +8.998700e+00
      2.900           11.500       +7.933100e+00
      3.100            0.300       +1.190000e-01
      3.100            2.700       -1.304400e+00
      3.100            4.900       +6.024600e+00
      3.100            5.100       +6.075900e+00
      3.100            5.300       +6.223700e+00
      3.100            7.900       +7.162700e+00
      3.100            8.500       +7.168200e+00
      3.100            9.500       +7.562500e+00
      3.300            1.300       -8.947001e-01
      3.300            1.500       +5.789800e+00
      3.300            1.900       +5.461700e+00
      3.300            3.100       -1.455700e+00
      3.300            3.300       +5.704500e+00
      3.300            4.500       +5.904900e+00
      3.300            5.700       -5.301000e-01
      3.300            6.500       +7.662600e+00
      3.300            7.100       -3.840000e-02
      3.300            7.700       +7.128700e+00
      3.300            8.100       +7.362100e+00
      3.300           10.500       +8.875600e+00
      3.300           10.700       +8.878400e+00
      3.500            0.500       +5.358000e-01
      3.500            1.500       +5.852400e+00
      3.500            4.900       +5.548400e+00
      3.500            5.700       +6.249000e+00
      3.500            6.700       +1.811000e-01
      3.500            6.900       +3.460000e-02
      3.500            8.900       +7.599500e+00
      3.500            9.300       +7.681600e+00
      3.500            9.500       +7.833100e+00
      3.500           10.500       +8.596900e+00
      3.500           10.700       +8.533700e+00
      3.500           11.100       +8.265700e+00
      3.700            1.100       -2.659000e-01
      3.700            2.500       -3.219000e-01
      3.700            3.300       +6.223200e+00
      3.700            5.700       +6.014600e+00
      3.700            7.500       +7.352900e+00
      3.700            8.300       +7.609300e+00
      3.700            9.300       +7.725400e+00
      3.700           11.900       +6.740200e+00
      3.900            0.300       +1.324200e+00
      3.900            0.900       +3.711000e-01
      3.900            1.300       -6.804000e-01
      3.900            3.700       +6.182600e+00
      3.900            3.900       +6.064700e+00
      3.900            6.300       +6.863600e+00
      3.900            8.700       +7.520400e+00
      3.900            8.900       +7.527800e+00
      3.900           10.100       +8.020800e+00
      3.900           11.100       +7.488800e+00
      3.900           11.300       +7.439900e+00
      3.900           11.500       +7.297000e+00
      4.100            0.100       +1.351800e+00
      4.100            0.900       +7.612900e+00
      4.100            1.500       +6.047300e+00
      4.100            1.900       +6.075300e+00
      4.100            6.300       +6.786100e+00
      4.100            6.500       +6.934200e+00
      4.100            8.100       +7.284700e+00
      4.100            8.300       +7.244900e+00
      4.100            8.500       +7.184400e+00
      4.100           10.700       +7.163300e+00
      4.100           11.700       +6.969600e+00
      4.300            0.700       +8.107600e+00
      4.300            1.100       +7.078800e+00
      4.300            2.500       +6.981300e+00
      4.300            2.900       +6.941100e+00
      4.300            3.300       +6.752600e+00
      4.300            4.100       +5.901800e+00
      4.300            4.700       +5.423600e+00
      4.300            5.100       +5.561200e+00
      4.300            8.300       +6.972100e+00
      4.300           11.500       +7.033200e+00
      4.500            1.300       +6.531300e+00
      4.500            5.500       +6.071900e+00
      4.500            6.100       +6.508500e+00
      4.500            7.300       +7.977000e+00
      4.500            8.500       +6.479600e+00
      4.500            9.900       +6.358600e+00
      4.500           11.100       +6.504400e+00
      4.700            0.300       +8.231700e+00
      4.700            0.500       +8.109000e+00
      4.700            0.700       +7.833800e+00
      4.700            1.300       +6.413100e+00
      4.700            1.900       +6.075500e+00
      4.700            2.900       +6.227900e+00
      4.700            3.700       +6.263000e+00
      4.700            4.300       +5.719700e+00
      4.700            4.900       +5.860400e+00
      4.700            5.700       +6.551300e+00
      4.700            8.700       +5.990800e+00
      4.700           10.500       +5.677400e+00
      4.900            0.300       +1.046200e+00
      4.900            3.900       +6.134900e+00
      4.900            4.100       +6.030100e+00
      4.900            4.300       +5.911300e+00
      4.900            6.500       +7.814100e+00
      4.900            7.100       +8.273000e+00
      4.900            7.500       +7.922800e+00
      4.900            7.900       +6.967100e+00
      4.900            8.300       +6.199600e+00
      4.900            9.700       +5.640900e+00
      4.900           10.700       +5.451200e+00
      5.100            1.500       +5.685500e+00
