%       x_1              x_2            Y = ln T
      0.100            9.700       +7.582300e+00
      0.300           10.100       +8.120800e+00
      2.300            3.300       +2.019000e-01
      2.300            3.700       -8.561000e-01
      2.500            1.700       -6.312000e-01
      4.300            0.700       +8.107600e+00
      4.500            8.100       +6.899900e+00
      5.100            5.500       +7.068400e+00
      5.100            8.500       +6.034200e+00
      6.100            9.900       +6.694600e+00
      6.300           10.100       +6.860300e+00
      6.500            3.700       +6.502500e+00
      7.300            2.300       +7.295900e+00
      8.100            2.300       +7.955000e+00
      8.100            2.500       +7.748400e+00
      8.900            0.100       +8.163000e+00
     10.700            4.900       -1.860000e-02
     11.100            5.300       +4.327000e-01
