%       x_1              x_2            Y = ln T
      0.100            2.900       +6.819000e-01
      0.100            3.700       -1.449000e-01
      0.100            3.900       -2.020000e-01
      0.100            4.100       -2.469000e-01
      0.100            5.300       +2.086000e-01
      0.100            9.300       -4.760000e-02
      0.100           11.500       +6.656200e+00
      0.300            8.900       -2.387000e-01
      0.300           10.500       +8.067700e+00
      0.300           10.900       +7.315200e+00
      0.300           11.500       +6.535400e+00
      0.500            0.900       -1.586000e+00
      0.500            5.300       -3.403000e-01
      0.500            7.300       -8.053000e-01
      0.500            9.100       -2.084000e-01
      0.700            6.500       -1.234400e+00
      0.900            0.700       -1.297500e+00
      0.900            2.700       +1.594500e+00
      0.900            3.500       +7.555000e-01
      0.900            5.900       +6.778200e+00
      0.900           10.500       +8.597400e+00
      1.100            3.500       +1.092700e+00
      1.100            5.700       +6.616700e+00
      1.100            5.900       +6.658100e+00
      1.100            9.100       -4.543000e-01
      1.300            0.700       -9.042000e-01
      1.300            7.700       +6.728700e+00
      1.300            8.900       -3.018000e-01
      1.300           10.100       +8.388600e+00
      1.500            5.700       +6.615700e+00
      1.500            8.900       -8.980000e-02
      1.500            9.100       +6.932000e+00
      1.500            9.900       +7.939200e+00
      1.500           11.300       +8.238300e+00
      1.700            4.300       -2.404000e-01
      1.700            4.900       +6.893600e+00
      1.700            7.300       +7.026500e+00
      1.900            3.700       +4.081000e-01
      1.900           11.900       +7.535900e+00
      2.100            5.500       +7.101600e+00
      2.100            8.500       +6.951300e+00
      2.100           10.100       +7.953300e+00
      2.100           10.700       +8.607500e+00
      2.100           11.500       +8.016000e+00
      2.100           11.700       +7.712300e+00
      2.300            4.900       +6.926300e+00
      2.300            6.900       +9.450000e-02
      2.500            3.900       -1.543700e+00
      2.700            4.300       -1.602200e+00
      2.700            7.100       +2.530000e-02
      2.900            1.100       -1.479000e-01
      2.900            4.100       +5.676100e+00
      2.900            8.500       +6.881800e+00
      2.900            9.900       +7.978600e+00
      2.900           11.100       +8.761200e+00
      3.100            2.500       -1.197300e+00
      3.100            5.100       +6.075900e+00
      3.100            6.700       +6.027000e-01
      3.100            8.300       +7.156200e+00
      3.300            4.100       +5.908400e+00
      3.300            4.300       +5.900400e+00
      3.500            0.500       +5.358000e-01
      3.500            1.100       -4.205000e-01
      3.500            3.500       -1.170400e+00
      3.500            8.300       +7.568600e+00
      3.500            8.900       +7.599500e+00
      3.500            9.300       +7.681600e+00
      3.500            9.500       +7.833100e+00
      3.700            0.500       +8.500000e-01
      3.700            4.700       +5.485100e+00
      3.700            8.300       +7.609300e+00
      3.900            1.300       -6.804000e-01
      3.900            2.700       +1.129000e-01
      3.900            4.500       +5.563400e+00
      3.900            7.700       +7.493700e+00
      3.900            7.900       +7.407800e+00
      3.900            9.900       +7.996300e+00
      3.900           10.900       +7.534500e+00
      4.300            0.300       +8.477600e+00
      4.500            0.500       +8.285700e+00
      4.500            3.700       +6.357400e+00
      4.500            9.700       +6.293800e+00
      4.700            4.700       +5.656600e+00
      4.700           11.100       +6.133600e+00
      4.900            0.700       +7.605700e+00
      4.900            1.300       +6.185100e+00
      4.900            2.100       +5.901600e+00
      4.900            6.900       +8.176500e+00
      4.900           11.700       +5.883300e+00
      5.100            4.900       +6.394100e+00
      5.100            5.300       +6.872900e+00
      5.100            5.900       +7.344600e+00
      5.500            0.500       +4.172000e-01
      5.500            1.500       +5.506600e+00
      5.500            3.100       +5.700800e+00
      5.500            3.700       +6.363800e+00
      5.500            7.700       +8.092900e+00
      5.500            7.900       +7.730900e+00
      5.500            9.300       +6.302100e+00
      5.500            9.700       +6.233400e+00
      5.500           11.300       +5.275800e+00
      5.500           11.500       +5.305400e+00
      5.700            0.500       +7.327000e+00
      5.700            2.900       +5.480900e+00
