%       x_1              x_2            Y = ln T
      0.100            1.300       -8.160000e-01
      0.100            2.500       +1.113300e+00
      0.100            3.100       +4.120000e-01
      0.100            3.500       -6.500000e-02
      0.100            4.700       +2.220000e-02
      0.100            4.900       +3.529999e-02
      0.100            7.300       +1.351000e-01
      0.100            7.500       +2.187000e-01
      0.300            1.500       -5.310000e-01
      0.300            2.700       +1.044000e+00
      0.300            5.300       +3.999993e-04
      0.300            7.500       -2.080000e-01
      0.300            7.900       +6.895300e+00
      0.300            8.300       +6.884000e+00
      0.300            8.700       -2.319000e-01
      0.300            9.300       -2.220000e-02
      0.300            9.500       +2.086000e-01
      0.300           10.500       +8.067700e+00
      0.300           11.100       +6.903700e+00
      0.500            1.500       -7.640000e-01
      0.500            2.500       +1.213100e+00
      0.500            2.900       +1.078100e+00
      0.500            3.100       +8.255000e-01
      0.500            4.100       -3.025000e-01
      0.500            5.900       +2.384000e-01
      0.500            6.500       -8.346000e-01
      0.500            7.100       -9.620000e-01
      0.500            7.500       +6.434600e+00
      0.500            9.300       -9.800002e-03
      0.500            9.900       +7.988300e+00
      0.500           10.100       +8.262800e+00
      0.500           10.700       +7.917000e+00
      0.700            0.100       -9.044001e-01
      0.700            0.300       -1.080000e+00
      0.700            1.900       +1.266000e-01
      0.700            2.100       +6.301000e-01
      0.700            2.300       +1.044000e+00
      0.700            4.100       -2.678000e-01
      0.700            4.900       -9.178000e-01
      0.700            6.300       -7.719000e-01
      0.700            6.500       -1.234400e+00
      0.700            6.700       -1.466300e+00
      0.700            7.300       -1.224900e+00
      0.700            7.500       -1.039400e+00
      0.700            8.900       -4.106000e-01
      0.700           10.300       +8.518900e+00
      0.700           10.500       +8.423500e+00
      0.900            0.900       -1.424100e+00
      0.900            1.100       -1.448500e+00
      0.900            1.500       -9.912000e-01
      0.900            2.700       +1.594500e+00
      0.900            3.300       +1.117400e+00
      0.900            4.300       -4.295000e-01
      0.900            5.700       -3.916000e-01
      0.900            5.900       +6.778200e+00
      0.900            6.300       -1.117500e+00
      0.900            6.500       -1.612000e+00
      0.900            7.300       -1.401500e+00
      0.900            7.900       +6.239600e+00
      0.900            8.300       -5.842000e-01
      0.900           11.100       +7.527500e+00
      0.900           11.900       +6.880600e+00
      1.100            0.700       -1.115400e+00
      1.100            1.300       -1.272500e+00
      1.100            1.700       -4.826000e-01
      1.100            3.500       +1.092700e+00
      1.100            5.300       +6.159100e+00
      1.100            9.900       +8.060300e+00
      1.100           10.500       +8.782600e+00
      1.100           11.700       +7.188500e+00
      1.300            1.700       -4.363000e-01
      1.300            2.300       +1.223400e+00
      1.300            2.500       +1.607200e+00
      1.300            3.500       +1.353800e+00
      1.300            5.500       +6.404300e+00
      1.300            5.900       +6.576400e+00
      1.300            6.700       -1.960200e+00
      1.300            8.900       -3.018000e-01
      1.300           10.300       +8.722900e+00
      1.300           10.500       +8.902800e+00
      1.500            0.700       -6.507000e-01
      1.500            1.100       -1.130400e+00
      1.500            1.700       -4.311000e-01
      1.500            3.700       +1.041800e+00
      1.500            4.500       +6.813800e+00
      1.500            5.300       +6.556500e+00
      1.500            5.900       +6.520900e+00
      1.500            6.500       -1.496300e+00
      1.500            9.500       +7.254000e+00
      1.700            0.300       +3.871000e-01
      1.700            0.500       +3.830000e-02
      1.700            1.500       -7.727000e-01
      1.700            1.900       -1.200000e-02
      1.700            3.700       +8.870000e-01
      1.700            4.500       +6.806300e+00
      1.700            4.900       +6.893600e+00
      1.700            6.300       -9.145000e-01
      1.700            7.700       +7.314500e+00
      1.700            8.500       +7.092900e+00
      1.700            9.500       +7.254300e+00
      1.700           10.700       +8.905300e+00
      1.900            0.300       +6.025000e-01
      1.900            0.900       -1.913000e-01
      1.900            1.900       -8.620000e-02
      1.900            2.300       +7.207000e-01
      1.900            2.500       +1.177900e+00
      1.900            2.700       +1.602100e+00
      1.900            3.500       +9.655000e-01
      1.900            6.100       +6.718900e+00
      1.900            6.900       -3.969000e-01
      1.900            9.100       +7.078600e+00
      1.900            9.900       +7.803300e+00
      1.900           10.100       +8.083700e+00
      1.900           11.500       +8.075900e+00
      2.100            0.500       +6.401000e-01
      2.100            0.900       +2.186000e-01
      2.100            1.100       +2.890000e-02
      2.100            4.300       -1.021600e+00
      2.100            5.300       +7.060100e+00
      2.100            5.700       +7.162500e+00
      2.100            6.100       +7.034500e+00
      2.100            6.900       -9.210000e-02
      2.100            7.900       +7.248400e+00
      2.100            9.100       +7.025400e+00
      2.100            9.700       +7.484200e+00
      2.100           11.100       +8.535200e+00
      2.300            0.700       +6.512000e-01
      2.300            1.900       -4.343000e-01
      2.300            2.300       +1.970000e-02
      2.300            2.700       +6.364000e-01
      2.300            4.500       -1.096600e+00
      2.300            4.900       +6.926300e+00
      2.300            5.300       +7.102200e+00
      2.300            6.100       +7.307000e+00
      2.300            6.300       +1.538000e-01
      2.300            7.900       +7.123900e+00
      2.300           10.700       +8.509800e+00
      2.300           11.300       +8.286300e+00
      2.500            0.300       +5.554000e-01
      2.500            1.900       -7.393000e-01
      2.500            3.100       -5.750000e-02
      2.500            5.300       +6.889600e+00
      2.500            5.900       +7.395100e+00
      2.500            7.500       +7.063600e+00
      2.500            9.700       +7.409100e+00
      2.500           10.900       +8.698000e+00
      2.700            0.300       +2.327000e-01
      2.700            0.900       +7.514300e+00
      2.700            2.100       -9.439000e-01
      2.700            2.900       -5.479000e-01
      2.700            4.500       -1.374700e+00
      2.700            5.300       +6.677400e+00
      2.700            6.500       +7.668900e+00
      2.700            6.700       +4.596000e-01
      2.700            7.500       +7.048000e+00
      2.700            8.500       +6.698400e+00
      2.700            8.700       +6.730200e+00
      2.700            9.900       +7.751400e+00
      2.700           10.100       +8.046900e+00
      2.700           11.500       +7.954600e+00
      2.900            0.300       +4.000000e-02
      2.900            3.700       -1.449500e+00
      2.900            4.300       +5.695100e+00
      2.900            4.700       +6.024900e+00
      2.900            4.900       +6.165900e+00
      2.900            5.500       +6.752300e+00
      2.900            6.900       +3.075000e-01
      2.900            8.100       +7.010700e+00
      2.900            8.900       +7.029400e+00
      2.900            9.500       +7.392600e+00
      2.900           11.100       +8.761200e+00
      3.100            0.700       +7.117200e+00
      3.100            1.700       +5.584500e+00
      3.100            2.500       -1.197300e+00
      3.100            2.900       -1.502500e+00
      3.100            3.900       +5.831600e+00
      3.100            4.500       +5.913000e+00
      3.100            5.100       +6.075900e+00
      3.100            5.700       +6.868900e+00
      3.100            6.100       +4.802000e-01
      3.100            6.300       +7.038000e-01
      3.100            7.300       -1.092000e-01
      3.100            8.100       +7.170600e+00
      3.100            8.300       +7.156200e+00
      3.100            9.300       +7.379500e+00
      3.100            9.700       +7.848400e+00
      3.100           11.900       +7.050700e+00
      3.300            0.300       +7.475000e+00
      3.300            1.100       -5.018000e-01
      3.300            2.100       +5.682100e+00
      3.300            3.300       +5.704500e+00
      3.300            3.500       +5.746200e+00
      3.300            3.700       +5.858000e+00
      3.300            4.300       +5.900400e+00
      3.300            6.500       +7.662600e+00
      3.300            6.700       +4.174000e-01
      3.300            7.700       +7.128700e+00
      3.300            8.500       +7.423600e+00
      3.300            9.100       +7.463000e+00
      3.300            9.700       +8.015700e+00
      3.300           10.100       +8.634200e+00
      3.300           11.500       +7.751700e+00
      3.500            0.300       +7.385000e-01
      3.500            1.300       +6.287000e+00
      3.500            2.100       +5.824300e+00
      3.500            4.300       +5.877800e+00
      3.500            5.700       +6.249000e+00
      3.500            8.700       +7.603700e+00
      3.500            9.700       +8.086000e+00
      3.500           10.300       +8.608700e+00
      3.700            0.900       +1.343000e-01
      3.700            1.100       -2.659000e-01
      3.700            3.300       +6.223200e+00
      3.700            4.100       +5.904700e+00
      3.700            4.700       +5.485100e+00
      3.700            5.500       +5.558800e+00
      3.700            5.700       +6.014600e+00
      3.700            8.900       +7.653700e+00
      3.700            9.500       +7.858300e+00
      3.700           10.300       +8.317000e+00
      3.700           11.100       +7.863800e+00
      3.700           11.300       +7.700600e+00
      3.700           11.900       +6.740200e+00
      3.900            2.100       +6.291400e+00
      3.900            2.700       +1.129000e-01
      3.900            4.100       +5.923600e+00
      3.900            4.500       +5.563400e+00
      3.900            4.700       +5.390500e+00
      3.900            8.300       +7.459800e+00
      3.900            8.700       +7.520400e+00
      3.900            9.100       +7.543100e+00
      4.100            0.500       +1.309000e+00
      4.100            2.100       +6.455300e+00
      4.100            6.500       +6.934200e+00
      4.100            9.500       +7.352500e+00
      4.100           10.100       +7.569600e+00
      4.100           10.300       +7.449000e+00
      4.300            0.500       +8.402700e+00
      4.300            2.900       +6.941100e+00
      4.300            3.700       +6.395400e+00
      4.300            3.900       +6.140300e+00
      4.300            4.700       +5.423600e+00
      4.300            4.900       +5.475000e+00
      4.300            5.100       +5.561200e+00
      4.300            5.900       +6.316900e+00
      4.300            6.300       +6.756200e+00
      4.300            7.900       +7.246400e+00
      4.300            9.700       +6.888700e+00
      4.300           11.100       +6.837400e+00
      4.500            1.700       +6.125800e+00
      4.500            2.100       +6.339500e+00
      4.500            3.100       +6.593200e+00
      4.500            4.300       +5.617900e+00
      4.500            5.500       +6.071900e+00
      4.500            6.900       +7.786700e+00
      4.500            7.900       +7.173000e+00
      4.500            9.300       +5.967800e+00
      4.500            9.700       +6.293800e+00
      4.500            9.900       +6.358600e+00
      4.500           10.500       +6.160600e+00
      4.500           11.100       +6.504400e+00
      4.700            0.500       +8.109000e+00
      4.700            1.500       +6.135100e+00
      4.700            2.300       +6.284400e+00
      4.700            2.700       +6.282100e+00
      4.700            3.100       +6.250600e+00
      4.700            3.500       +6.310400e+00
      4.700            5.500       +6.405400e+00
      4.700            7.100       +8.129000e+00
      4.700            7.300       +8.076000e+00
      4.700            7.500       +7.863800e+00
      4.700            8.500       +6.167700e+00
      4.700           10.700       +5.740400e+00
      4.700           11.100       +6.133600e+00
      4.700           11.900       +6.235100e+00
      4.900            1.300       +6.185100e+00
      4.900            3.500       +6.192700e+00
      4.900            4.300       +5.911300e+00
      4.900            4.900       +6.127400e+00
      4.900            6.300       +7.552200e+00
      4.900            6.900       +8.176500e+00
      4.900            9.500       +5.709700e+00
      4.900           10.100       +5.377000e+00
      5.100            3.500       +6.208800e+00
      5.100            4.300       +6.084300e+00
      5.100            7.500       +8.031300e+00
      5.100            8.500       +6.034200e+00
      5.100            8.700       +5.946800e+00
      5.100            8.900       +5.906700e+00
      5.100            9.500       +5.805000e+00
      5.100           11.300       +5.564200e+00
      5.100           11.700       +5.698300e+00
      5.300            1.500       +5.519900e+00
      5.300            2.700       +5.356800e+00
      5.300            3.900       +6.348300e+00
      5.300            4.500       +6.215700e+00
      5.300            5.100       +6.844300e+00
      5.300            5.300       +7.067200e+00
      5.300            5.500       +7.247000e+00
      5.300            6.100       +7.574700e+00
      5.300            7.100       +8.180799e+00
      5.300            7.300       +8.269900e+00
      5.300            7.900       +7.399000e+00
      5.300            9.100       +6.011800e+00
      5.300           10.100       +5.551200e+00
      5.300           11.500       +5.485100e+00
      5.300           11.700       +5.497600e+00
      5.500            0.500       +4.172000e-01
      5.500            2.900       +5.460500e+00
      5.500            4.500       +6.273300e+00
      5.500            4.900       +6.696200e+00
      5.500            5.500       +7.275600e+00
      5.500            5.700       +7.342200e+00
      5.500            6.500       +7.561200e+00
      5.500            7.700       +8.092900e+00
      5.500            8.700       +6.286600e+00
      5.500            9.700       +6.233400e+00
      5.500            9.900       +6.057100e+00
      5.500           10.500       +5.529500e+00
      5.500           11.300       +5.275800e+00
      5.700            0.100       +8.048500e+00
      5.700            0.500       +7.327000e+00
      5.700            1.500       +5.606500e+00
      5.700            3.500       +6.180700e+00
      5.700            6.300       +7.226500e+00
      5.700            7.100       +7.481400e+00
      5.700            7.500       +8.146400e+00
      5.700            8.300       +6.996700e+00
      5.700           10.300       +5.896500e+00
      5.700           11.900       +5.157200e+00
      5.900            1.100       +5.917300e+00
      5.900            1.900       +5.662400e+00
      5.900            2.900       +5.433300e+00
      5.900            3.100       +5.623800e+00
      5.900            4.300       +6.313600e+00
      5.900            5.100       +6.928000e+00
      5.900            5.300       +7.055400e+00
      5.900            5.700       +7.039900e+00
      5.900            7.700       +7.973600e+00
      5.900            8.100       +7.476700e+00
      5.900            8.900       +6.747800e+00
      5.900           10.500       +6.027800e+00
      5.900           11.500       +5.426500e+00
      6.100            0.100       +7.701900e+00
      6.100            0.700       +6.375500e+00
      6.100            1.700       +5.922000e+00
      6.100            2.500       +5.353200e+00
      6.100            3.300       +5.817600e+00
      6.100            3.500       +6.107300e+00
      6.100            4.900       +6.846800e+00
      6.100            5.100       +7.024500e+00
      6.100            5.300       +7.093800e+00
      6.100            7.700       +7.750600e+00
      6.100            7.900       +7.641900e+00
      6.100            8.300       +7.126200e+00
      6.100            9.100       +6.774700e+00
      6.100            9.300       +6.761300e+00
      6.300            1.500       +6.076800e+00
      6.300            3.100       +5.577400e+00
      6.300            3.500       +6.166500e+00
      6.300            3.900       +6.509100e+00
      6.300            4.100       +6.607700e+00
      6.300            4.500       +6.766100e+00
      6.300            5.500       +6.959300e+00
      6.300            5.900       +6.417200e+00
      6.300            7.700       +7.571900e+00
      6.300            8.500       +6.845100e+00
      6.300           10.700       +6.484600e+00
      6.300           10.900       +6.163100e+00
      6.300           11.100       +5.883400e+00
      6.500            1.100       +6.022200e+00
      6.500            1.300       +6.130300e+00
      6.500            4.900       +7.112900e+00
      6.500            5.900       +6.275800e+00
      6.500            6.300       +6.070800e+00
      6.500            7.100       +7.211800e+00
      6.500            7.500       +7.448700e+00
      6.500            8.100       +7.141500e+00
      6.500            9.100       +6.433700e+00
      6.500           10.900       +6.462600e+00
      6.500           11.300       +5.852400e+00
      6.500           11.700       +6.054000e+00
      6.700            0.500       +6.226200e+00
      6.700            0.700       +5.943200e+00
      6.700            1.100       +6.061300e+00
      6.700            1.500       +6.374800e+00
      6.700            2.100       +6.340800e+00
      6.700            4.500       +7.098900e+00
      6.700            5.100       +7.257200e+00
      6.700            5.900       +6.289800e+00
      6.700            6.100       +6.122300e+00
      6.700            6.500       +6.270000e+00
      6.700            6.900       -1.850000e-01
      6.700            7.900       +2.104000e-01
      6.700            8.700       +6.289900e+00
      6.700            9.300       +6.300200e+00
      6.700           11.900       +6.580200e+00
      6.900            1.500       +6.545600e+00
      6.900            5.100       +7.358000e+00
      6.900            5.700       -3.123000e-01
      6.900            7.500       +2.606000e-01
      6.900           10.500       +7.276400e+00
      6.900           10.700       +7.062800e+00
      6.900           11.500       +6.055600e+00
      6.900           11.900       +6.586100e+00
      7.100            2.300       +6.985900e+00
      7.100            2.900       +6.472100e+00
      7.100            3.700       +7.146600e+00
      7.100            4.700       +7.052200e+00
      7.100            4.900       +7.202000e+00
      7.100            5.700       +7.012400e+00
      7.100            6.900       -2.186000e-01
      7.100            9.700       +6.860500e+00
      7.100           11.100       +6.550100e+00
      7.100           11.300       +6.350900e+00
      7.300            1.300       +7.008400e+00
      7.300            1.500       +7.126800e+00
      7.300            1.900       +7.304500e+00
      7.300            5.900       +7.022300e+00
      7.300            6.100       -2.917000e-01
      7.300            7.100       +9.329999e-02
      7.300            7.500       +4.377000e-01
      7.300            9.300       +6.543300e+00
      7.300           10.900       +6.860200e+00
      7.300           11.100       +6.700100e+00
      7.500            2.900       +7.096200e+00
      7.500            3.900       +6.961800e+00
      7.500            4.300       -5.279000e-01
      7.500            4.700       +6.242700e+00
      7.500            6.100       +1.674000e-01
      7.500            8.300       +2.030000e-02
      7.500           10.100       +7.318700e+00
      7.500           11.500       +6.896900e+00
      7.500           11.700       +6.912100e+00
      7.700            0.300       +7.003500e+00
      7.700            0.500       +6.870500e+00
      7.700            1.500       +7.695800e+00
      7.700            2.300       +7.651500e+00
      7.700            2.900       +7.331000e+00
      7.700            3.100       +7.305700e+00
      7.700            3.700       +7.121300e+00
      7.700            4.100       +6.621900e+00
      7.700            5.900       +7.584400e+00
      7.700            8.100       +7.355700e+00
      7.700            8.700       +6.943400e+00
      7.700            9.900       +7.516900e+00
      7.700           10.100       +7.427800e+00
      7.700           10.900       +7.220500e+00
      7.700           11.500       +7.280700e+00
      7.700           11.700       +7.317500e+00
      7.900            2.300       +7.839100e+00
      7.900            2.700       +7.558300e+00
      7.900            3.700       +7.089600e+00
      7.900            4.700       -1.187900e+00
      7.900            5.100       +6.264400e+00
      7.900            6.300       +7.882800e+00
      7.900            7.100       +5.328000e-01
      7.900            7.700       +3.338000e-01
      7.900            8.300       +7.112900e+00
      7.900            8.700       +7.070600e+00
      7.900            8.900       +7.217400e+00
      7.900            9.300       +7.522800e+00
      7.900            9.700       +7.660800e+00
      7.900            9.900       +7.595400e+00
      7.900           11.700       +7.693700e+00
      8.100            2.100       +8.173600e+00
      8.100            3.300       +7.355300e+00
      8.100            4.700       -1.196500e+00
      8.100            4.900       -1.105800e+00
      8.100            8.100       +6.959500e+00
      8.100            8.500       +6.888800e+00
      8.100           10.500       +7.453100e+00
      8.100           10.700       +7.553000e+00
      8.100           10.900       +7.660900e+00
      8.300            1.100       +7.716000e+00
      8.300            1.900       +8.428500e+00
      8.300            5.900       +7.835300e+00
      8.300            6.700       +9.490000e-01
      8.300            7.100       +5.021000e-01
      8.300            7.500       +5.080000e-02
      8.300            8.300       +6.580700e+00
      8.300            9.100       +7.238600e+00
      8.300            9.900       +7.500600e+00
      8.300           10.700       +7.676100e+00
      8.500            0.300       +7.679500e+00
      8.500            0.700       +7.468600e+00
      8.500            1.900       +8.425400e+00
      8.500            3.300       +7.167500e+00
      8.500            4.300       -5.339000e-01
      8.500            4.900       -6.902000e-01
      8.500            5.100       -4.444000e-01
      8.500            5.500       +7.282700e+00
      8.500            5.900       +7.756100e+00
      8.500           10.100       +7.298400e+00
      8.500           11.100       +8.147700e+00
      8.500           11.900       +8.268500e+00
      8.700            0.300       +7.839300e+00
      8.700            1.100       +7.887300e+00
      8.700            1.900       +8.428300e+00
      8.700            2.900       +7.246100e+00
      8.700            3.300       +6.915300e+00
      8.700            4.900       -2.802000e-01
      8.700            5.700       +7.614000e+00
      8.700            6.100       +7.617900e+00
      8.700            6.900       +2.408000e-01
      8.700            7.900       -9.954000e-01
      8.700           10.500       +7.320700e+00
      8.700           11.100       +8.096800e+00
      8.900            0.300       +7.864100e+00
      8.900            3.300       -5.343000e-01
      8.900            4.900       +1.548000e-01
      8.900            5.100       +7.424400e+00
      8.900            5.700       +7.694000e+00
      8.900            6.100       +7.256300e+00
      8.900            7.500       -9.012000e-01
      8.900            8.900       +6.888700e+00
      8.900           10.300       +7.038700e+00
      8.900           10.900       +7.656200e+00
      8.900           11.700       +8.072400e+00
      9.100            0.300       +7.757600e+00
      9.100            1.100       +8.043600e+00
      9.100            1.300       +8.386800e+00
      9.100            1.500       +8.619500e+00
      9.100            3.300       -8.421000e-01
      9.100            3.700       -8.310000e-01
      9.100            4.900       +4.615000e-01
      9.100            5.300       +7.889000e+00
      9.100            6.500       -8.536000e-01
      9.100            7.900       -1.382100e+00
      9.100            8.300       +6.287100e+00
      9.100            8.500       +6.633700e+00
      9.100            9.300       +7.622400e+00
