%       x_1              x_2            Y = ln T
      0.300            7.100       -4.365000e-01
      0.500            2.300       +1.052800e+00
      0.500            9.900       +7.988300e+00
      0.700            1.300       -1.307700e+00
      0.700            6.500       -1.234400e+00
      0.700            8.100       -6.962000e-01
      0.700           11.500       +6.630600e+00
      0.900            4.500       -6.728000e-01
      0.900            7.300       -1.401500e+00
      0.900           11.500       +6.916100e+00
      1.100            8.500       -3.984000e-01
      1.100            9.700       +7.693600e+00
      1.300            3.700       +9.510000e-01
      1.300            7.300       +6.236000e+00
      1.500            6.300       +6.009600e+00
      1.500            6.900       +5.835900e+00
      1.700            4.300       -2.404000e-01
      1.700           11.500       +8.089400e+00
      1.900            7.100       -1.422000e-01
      1.900            9.900       +7.803300e+00
      2.100            5.300       +7.060100e+00
      2.500            8.100       +6.958600e+00
      2.700            8.500       +6.698400e+00
      3.100            7.300       -1.092000e-01
      3.300            1.100       -5.018000e-01
      3.300            8.700       +7.437900e+00
      3.500            6.700       +1.811000e-01
      3.500           10.700       +8.533700e+00
      3.700            4.300       +5.801400e+00
      3.900            6.700       +7.063200e+00
      4.100           10.300       +7.449000e+00
      4.300            2.900       +6.941100e+00
      4.300           11.700       +6.857200e+00
      4.500            5.100       +5.773400e+00
      4.500            9.300       +5.967800e+00
      4.700            3.500       +6.310400e+00
      4.900            3.700       +6.208500e+00
      4.900            4.100       +6.030100e+00
      4.900            4.700       +5.923500e+00
      5.100            4.500       +6.071100e+00
      5.100            8.700       +5.946800e+00
      5.300            1.100       +6.082800e+00
      5.300            5.500       +7.247000e+00
      5.500            2.500       +5.319400e+00
      5.500            4.900       +6.696200e+00
      5.500            6.100       +7.474300e+00
      5.500           10.100       +5.846500e+00
      5.700            3.900       +6.326200e+00
      5.700            4.900       +6.714600e+00
      5.700            5.300       +7.085900e+00
      5.900            2.300       +5.431100e+00
      5.900            4.300       +6.313600e+00
      5.900            8.500       +6.881300e+00
      5.900            9.300       +6.711500e+00
      6.100            8.500       +6.920200e+00
      6.100           10.500       +6.359500e+00
      6.300            4.700       +6.866700e+00
      6.500            4.300       +6.866100e+00
      6.700            5.300       +8.070000e-02
      6.700            7.100       +5.000000e-02
      6.700           11.300       +5.971300e+00
      6.900            0.500       +6.178300e+00
      6.900            8.700       +6.082700e+00
      7.100            0.100       +7.476200e+00
      7.100            2.900       +6.472100e+00
      7.100            3.100       +6.550900e+00
      7.100           10.900       +6.778500e+00
      7.300            3.700       +7.176300e+00
      7.300            9.700       +7.093700e+00
      7.500            2.100       +7.598700e+00
      7.500            3.300       +7.194200e+00
      7.500            5.300       +7.028300e+00
      7.700            5.100       +6.421500e+00
      7.700           11.500       +7.280700e+00
      7.900            0.100       +7.209900e+00
      7.900            1.300       +7.675000e+00
      8.300            7.500       +5.080000e-02
      8.500            2.300       +7.985300e+00
      8.500            2.700       +7.577800e+00
      8.500            3.100       +7.266700e+00
      8.700            6.100       +7.617900e+00
      8.900            9.100       +7.142900e+00
      9.100            0.500       +7.531000e+00
      9.100           10.300       +7.244500e+00
      9.100           10.700       +7.202900e+00
      9.300           10.500       +7.234000e+00
      9.700            5.500       +4.303000e-01
      9.700            9.500       +7.957800e+00
      9.700           11.700       +6.902300e+00
      9.900            1.900       +7.849100e+00
      9.900            6.900       -1.621000e+00
     10.100            7.900       -4.747000e-01
     10.100            8.500       +3.863000e-01
     10.300            0.900       +6.982900e+00
     10.500            4.500       -1.726000e-01
     10.700            3.500       +6.455000e+00
     10.900            5.700       +9.959999e-02
     10.900           11.300       +6.840600e+00
     11.100            3.100       -3.801000e-01
     11.100            6.300       -1.931000e-01
     11.300            1.500       +6.211500e+00
     11.300            6.500       -1.871000e-01
     11.300            7.100       -1.379100e+00
     11.500            8.500       -6.457000e-01
     11.500            9.900       -5.844000e-01
     11.700            9.700       -4.709000e-01
     11.900            8.100       -1.471500e+00
     11.900            9.500       -5.599000e-01
