%       x_1              x_2            Y = ln T
      0.100            0.100       -1.662600e+00
      0.100            0.500       -1.822600e+00
      0.100            3.500       -6.500000e-02
      0.100            6.700       -2.634000e-01
      0.100            9.900       +7.826200e+00
      0.100           10.100       +7.961700e+00
      0.100           11.100       +7.005200e+00
      0.100           11.300       +6.747600e+00
      0.300            1.700       +4.799999e-03
      0.300            8.100       +6.888200e+00
      0.300           10.700       +7.744400e+00
      0.300           11.900       +6.850600e+00
      0.500            6.500       -8.346000e-01
      0.500            7.700       +6.503400e+00
      0.500            7.900       -5.675000e-01
      0.500            8.700       -3.545000e-01
      0.700            1.500       -9.382000e-01
      0.700            4.700       -7.812001e-01
      0.700            6.100       -2.741000e-01
      0.700            7.300       -1.224900e+00
      0.900            4.300       -4.295000e-01
      0.900            4.900       -1.085900e+00
      0.900            6.700       -1.833800e+00
      0.900            8.500       -4.862000e-01
      0.900            9.100       +6.704500e+00
      0.900            9.300       +7.031400e+00
      0.900            9.500       +7.394600e+00
      0.900           10.700       +8.367300e+00
      1.100            1.500       -9.262000e-01
      1.100            3.700       +7.014000e-01
      1.100            5.300       +6.159100e+00
      1.100            8.500       -3.984000e-01
      1.100            8.700       -3.775000e-01
      1.100           10.700       +8.668300e+00
      1.300            0.700       -9.042000e-01
      1.300            3.500       +1.353800e+00
      1.300            4.700       -6.364000e-01
      1.300           10.900       +8.696800e+00
      1.500            1.700       -4.311000e-01
      1.500            5.500       +6.544100e+00
      1.700            2.700       +1.866800e+00
      1.700            3.100       +2.092100e+00
      1.700            5.300       +6.758200e+00
      1.700            6.300       -9.145000e-01
      1.700            8.700       +7.086200e+00
      1.700            9.100       +7.049200e+00
      1.700           11.700       +7.799500e+00
      1.900            4.900       +7.043700e+00
      1.900            5.300       +6.902300e+00
      1.900            5.500       +6.928200e+00
      1.900            5.900       +6.884800e+00
      1.900            9.100       +7.078600e+00
      2.100            3.700       -2.403000e-01
      2.100            9.500       +7.265300e+00
      2.300            3.300       +2.019000e-01
      2.300            4.500       -1.096600e+00
      2.300            9.500       +7.233500e+00
      2.300           10.700       +8.509800e+00
      2.500            5.500       +7.064700e+00
      2.500            7.300       -4.700005e-03
      2.500            8.500       +6.689000e+00
      2.500            8.900       +6.769700e+00
      2.700            2.700       -4.827000e-01
      2.700            5.300       +6.677400e+00
      2.700            5.700       +7.154100e+00
      2.700           10.300       +8.407700e+00
      2.900            0.100       -5.250000e-02
      2.900            2.900       -1.147400e+00
      2.900            3.300       -1.425900e+00
      2.900            5.500       +6.752300e+00
      3.100            1.100       -3.855000e-01
      3.100            9.700       +7.848400e+00
      3.300            2.100       +5.682100e+00
      3.300            2.500       -1.136900e+00
      3.300            4.900       +5.805600e+00
      3.300            6.900       +1.746000e-01
      3.300           11.100       +8.595900e+00
      3.500            5.700       +6.249000e+00
      3.500            6.300       +7.310600e+00
      3.500            7.900       +7.384300e+00
      3.500           10.100       +8.545500e+00
      3.700            2.500       -3.219000e-01
      3.700            5.900       +6.481700e+00
      3.700            6.300       +7.024800e+00
      3.700            6.500       +7.130000e+00
      3.700            9.900       +8.220500e+00
      3.700           10.900       +7.975400e+00
      3.700           11.500       +7.439800e+00
      3.700           11.700       +7.084600e+00
      3.700           11.900       +6.740200e+00
      3.900            0.100       +1.322300e+00
      3.900            3.500       +6.297900e+00
      3.900            6.100       +6.678300e+00
      3.900            8.500       +7.489000e+00
      4.100            0.300       +8.518600e+00
      4.100            1.700       +5.903400e+00
      4.100            2.100       +6.455300e+00
      4.100            3.700       +6.313500e+00
      4.100            5.300       +5.412700e+00
      4.100            6.100       +6.613700e+00
      4.100            7.300       +7.633200e+00
      4.100            8.100       +7.284700e+00
      4.300            6.500       +7.075800e+00
      4.300            7.100       +7.721100e+00
      4.300           11.700       +6.857200e+00
      4.300           11.900       +6.758100e+00
      4.500            0.100       +8.268200e+00
      4.500            6.100       +6.508500e+00
      4.500            7.500       +7.856500e+00
      4.500           11.500       +6.670000e+00
      4.700            2.100       +6.144700e+00
      4.700            2.700       +6.282100e+00
      4.700            5.500       +6.405400e+00
      4.700            6.100       +6.852300e+00
      4.700            8.700       +5.990800e+00
      4.700           10.100       +5.737200e+00
      4.700           11.100       +6.133600e+00
      4.900            1.700       +5.857500e+00
      4.900            5.100       +6.347800e+00
      4.900            5.700       +6.924900e+00
      4.900            8.900       +5.841400e+00
      4.900            9.700       +5.640900e+00
      5.100            6.100       +7.521700e+00
      5.100            8.100       +6.603300e+00
      5.100            9.300       +5.812200e+00
      5.100           10.500       +5.282900e+00
      5.100           11.500       +5.658900e+00
      5.300            1.500       +5.519900e+00
      5.300           11.700       +5.497600e+00
      5.500            2.500       +5.319400e+00
      5.500            2.900       +5.460500e+00
      5.500            3.700       +6.363800e+00
      5.500            6.300       +7.543700e+00
      5.500            8.100       +7.243100e+00
      5.500            9.700       +6.233400e+00
      5.700            1.500       +5.606500e+00
      5.700            3.700       +6.319200e+00
      5.700            7.300       +7.844700e+00
      5.700            9.100       +6.533200e+00
      5.900            1.700       +5.737400e+00
      5.900            8.100       +7.476700e+00
      5.900            9.700       +6.614200e+00
      5.900           11.700       +5.439900e+00
      6.100            0.300       +7.274700e+00
      6.100            0.500       +6.803600e+00
      6.100            1.500       +5.933300e+00
      6.100            5.500       +7.031000e+00
      6.100            6.300       +6.410500e+00
      6.100            7.500       +7.688100e+00
      6.100           11.500       +5.673400e+00
      6.300            3.100       +5.577400e+00
      6.300            3.300       +5.873600e+00
      6.300            7.500       +7.552200e+00
      6.300            8.900       +6.697400e+00
      6.300           10.100       +6.860300e+00
      6.500            0.500       +6.357500e+00
      6.500            7.900       +2.420000e-01
      6.500           11.300       +5.852400e+00
      6.500           11.900       +6.363100e+00
      6.700            1.100       +6.061300e+00
      6.700            3.500       +6.518900e+00
      6.700            4.500       +7.098900e+00
      6.700            5.500       -1.443000e-01
      6.700            8.300       +6.852500e+00
      6.900            2.100       +6.701600e+00
      6.900           11.500       +6.055600e+00
      6.900           11.700       +6.091900e+00
      7.100            0.900       +6.342500e+00
      7.100            5.100       +7.345100e+00
      7.100           10.700       +7.012500e+00
      7.300            2.700       +6.882700e+00
      7.300            5.700       +7.210100e+00
      7.300            5.900       +7.022300e+00
      7.300            8.300       -1.403000e-01
      7.300           10.500       +7.174900e+00
      7.300           11.100       +6.700100e+00
      7.500            3.100       +7.124500e+00
      7.500            3.700       +7.157600e+00
      7.500            4.900       +6.467000e+00
      7.500            9.100       +6.686000e+00
      7.500            9.300       +6.946900e+00
      7.500           11.500       +6.896900e+00
      7.700            0.900       +6.986500e+00
      7.700            4.700       -1.072100e+00
      7.700            8.900       +7.010000e+00
      7.700           11.700       +7.317500e+00
      7.900            0.700       +7.019900e+00
      7.900            4.100       -5.181000e-01
      7.900            4.500       -1.095000e+00
      7.900           10.300       +7.390200e+00
      8.100            2.900       +7.592400e+00
      8.100            6.700       +8.947999e-01
      8.100            9.700       +7.674300e+00
      8.100           10.700       +7.553000e+00
      8.300            0.300       +7.463300e+00
      8.300            1.900       +8.428500e+00
      8.300            2.900       +7.585700e+00
      8.300            4.100       -4.282000e-01
      8.300            5.900       +7.835300e+00
      8.300            7.100       +5.021000e-01
      8.500            1.100       +7.810800e+00
      8.500            8.700       +6.550900e+00
      8.500           10.300       +7.309900e+00
      8.500           10.700       +7.697200e+00
      8.700            0.300       +7.839300e+00
      8.700            1.100       +7.887300e+00
      8.700            3.100       +7.044000e+00
      8.700            4.100       -2.298000e-01
      8.700            7.500       -5.429000e-01
      8.700            7.900       -9.954000e-01
      8.700            9.300       +7.296900e+00
      8.900            0.500       +7.648200e+00
      8.900            0.700       +7.607900e+00
      8.900            4.500       -5.760000e-02
      8.900            5.500       +7.735400e+00
      8.900            8.100       -1.212600e+00
      8.900            8.700       +6.626100e+00
      8.900            9.300       +7.397800e+00
      9.100            0.700       +7.559400e+00
      9.100            3.100       +6.596700e+00
      9.100            7.500       -1.275400e+00
      9.100            9.300       +7.622400e+00
      9.100            9.700       +7.640100e+00
      9.100           11.100       +7.557000e+00
      9.300            0.500       +7.424000e+00
      9.300            1.100       +7.988600e+00
      9.300            1.700       +8.639600e+00
      9.300            5.100       +6.864000e-01
      9.300            5.500       +7.871900e+00
      9.300           11.500       +7.387200e+00
      9.300           11.900       +7.480500e+00
      9.500            0.900       +7.511500e+00
      9.500           10.500       +7.298000e+00
      9.700            0.300       +7.227700e+00
      9.700            4.100       +6.119700e+00
      9.700            6.300       -1.535900e+00
      9.700            9.300       +7.985400e+00
      9.700           11.900       +7.054200e+00
      9.900            5.700       +7.085400e+00
      9.900            7.500       -1.213200e+00
      9.900           10.100       +7.592600e+00
      9.900           10.700       +7.087100e+00
     10.100            4.500       +6.654200e+00
     10.100            5.900       -5.384000e-01
     10.100            8.500       +3.863000e-01
     10.300            2.500       +7.293300e+00
     10.300            4.700       -1.643000e-01
     10.300            5.100       +1.040000e-02
     10.500            0.900       +7.131200e+00
     10.500            1.500       +6.124300e+00
     10.500            2.500       +7.043300e+00
     10.500           10.100       -4.677000e-01
     10.700            2.900       +6.539100e+00
     10.700            3.700       +6.556400e+00
     10.700            5.100       +1.060000e-01
     10.700            9.100       -3.068000e-01
     10.700            9.300       -4.405000e-01
     10.700            9.500       +6.484300e+00
     10.700           10.100       -7.728000e-01
     10.700           10.900       +6.642000e+00
     10.900            0.100       +7.304700e+00
     10.900            7.100       -1.215500e+00
     10.900            9.300       -7.173000e-01
     10.900            9.900       -9.712000e-01
     10.900           11.700       +6.625000e+00
     11.100            2.500       +6.843800e+00
     11.100            7.700       -1.693400e+00
     11.100            9.300       -7.697001e-01
     11.300            2.300       +6.802200e+00
     11.300            2.700       +7.311900e+00
     11.300           10.700       -2.830000e-01
     11.500            1.700       +6.779400e+00
     11.500            3.300       +3.042000e-01
     11.500            4.900       +4.181000e-01
     11.500            9.100       -3.367000e-01
     11.500           10.100       -4.062000e-01
     11.700            2.100       +7.149600e+00
     11.700            5.300       +5.886000e-01
     11.700            6.100       +7.426000e-01
     11.700            8.500       -7.141000e-01
     11.700            9.300       -4.216000e-01
     11.900            0.300       +9.600400e+00
     11.900            0.700       +8.961300e+00
     11.900            4.500       +2.009000e-01
     11.900            4.700       +3.230000e-01
     11.900            5.900       +6.052000e-01
     11.900            9.500       -5.599000e-01
     11.900           10.700       +3.447000e-01
