%       x_1              x_2            Y = ln T
      0.100            0.900       -1.586300e+00
      0.100            1.300       -8.160000e-01
      0.100            6.500       -1.474000e-01
      0.100            7.700       +2.149000e-01
      0.100           10.500       +7.888200e+00
      0.300            1.700       +4.799999e-03
      0.300            2.100       +8.895000e-01
      0.700            3.300       +7.926000e-01
      0.900            0.500       -9.923000e-01
      0.900            8.100       -7.205001e-01
      1.100            1.500       -9.262000e-01
      1.300            2.300       +1.223400e+00
      1.300            2.700       +1.833200e+00
      1.300            3.100       +2.012300e+00
      1.500            2.100       +6.049000e-01
      1.700            5.700       +6.766100e+00
      1.900            1.300       -5.487000e-01
      1.900            6.900       -3.969000e-01
      1.900            9.500       +7.266800e+00
      1.900           10.900       +8.776800e+00
      2.100            1.500       -2.727000e-01
      2.100            3.700       -2.403000e-01
      2.100            7.300       +1.723000e-01
      2.100            7.700       +7.290500e+00
      2.300            0.900       +5.244000e-01
      2.300            5.500       +7.142900e+00
      2.300            7.900       +7.123900e+00
      2.300            9.900       +7.652100e+00
      2.500            5.100       +6.738000e+00
      2.500            6.100       +7.480600e+00
      2.500            7.900       +7.018400e+00
      2.500           11.900       +7.264200e+00
      2.700            3.700       -1.453300e+00
      2.700            7.700       +7.089300e+00
      3.100            0.700       +7.117200e+00
      3.100            1.500       -1.228000e+00
      3.100           10.300       +8.856200e+00
      3.300            4.500       +5.904900e+00
      3.300            9.500       +7.727100e+00
      3.300           10.700       +8.878400e+00
      3.500            0.100       +8.046000e-01
      3.500            4.300       +5.877800e+00
      3.500            4.900       +5.548400e+00
      3.500            5.900       +6.702900e+00
      3.700            0.100       +1.139600e+00
      3.700            9.300       +7.725400e+00
      3.900            7.100       +7.271000e+00
      3.900           10.700       +7.652200e+00
      4.100           10.300       +7.449000e+00
      4.500            3.300       +6.594500e+00
      4.500            9.100       +5.969000e+00
      4.500            9.300       +5.967800e+00
      4.700            1.700       +6.071400e+00
      4.700            8.700       +5.990800e+00
      4.900            4.900       +6.127400e+00
      4.900            8.900       +5.841400e+00
      5.300            2.300       +5.432300e+00
      5.300            4.100       +6.255600e+00
      5.500            1.700       +5.439400e+00
      5.500            8.300       +6.766800e+00
      5.700            5.300       +7.085900e+00
      5.700            9.700       +6.446700e+00
      5.900            9.300       +6.711500e+00
      6.100            2.100       +5.719200e+00
      6.100            2.700       +5.288700e+00
      6.100            3.900       +6.417800e+00
      6.100            4.700       +6.670400e+00
      6.100            6.900       +6.749900e+00
      6.100           11.900       +5.741600e+00
      6.300            0.300       +7.040100e+00
      6.300            1.700       +6.094400e+00
      6.300            2.100       +5.866800e+00
      6.300            4.500       +6.766100e+00
      6.300            5.300       +7.122200e+00
      6.500            8.900       +6.458700e+00
      6.700            0.100       +7.431400e+00
      6.700            4.100       +7.017600e+00
      6.700            5.700       -4.647000e-01
      6.700            7.500       +7.390700e+00
      6.700           11.100       +6.244300e+00
      6.900            2.500       +6.327600e+00
      7.100            0.100       +7.476200e+00
      7.100            3.900       +7.195100e+00
      7.300            6.100       -2.917000e-01
      7.300            7.300       +2.643000e-01
      7.500            6.500       +9.970000e-02
      7.500            9.500       +7.178100e+00
      7.500           10.500       +7.224700e+00
      7.900            5.100       +6.264400e+00
      7.900            6.500       +7.850500e+00
      7.900            7.300       +4.629000e-01
      7.900            8.100       +7.211300e+00
      7.900            8.700       +7.070600e+00
      7.900            9.100       +7.372200e+00
      8.100            7.700       +7.224800e+00
      8.100            7.900       +7.102300e+00
      8.100            8.300       +6.877600e+00
      8.100            9.700       +7.674300e+00
      8.300            7.300       +2.546000e-01
      8.500            2.300       +7.985300e+00
      8.500            5.500       +7.282700e+00
      8.500            6.100       +7.863200e+00
      9.100            1.500       +8.619500e+00
      9.100            3.100       +6.596700e+00
      9.300            3.700       -1.079800e+00
      9.300            6.700       -1.394300e+00
      9.300            7.900       -1.289200e+00
      9.300           11.300       +7.367700e+00
      9.500            0.100       +7.573700e+00
      9.500            7.500       -1.386000e+00
      9.700            1.300       +7.881700e+00
      9.700           10.100       +7.773800e+00
      9.900            0.300       +7.057700e+00
      9.900            0.900       +7.006500e+00
      9.900            2.900       +6.825800e+00
      9.900           11.700       +6.748100e+00
     10.100           10.500       +7.056900e+00
     10.300            0.900       +6.982900e+00
     10.300            2.700       +6.980200e+00
     10.300            7.900       -4.225000e-01
     10.300            8.900       +4.213000e-01
     10.500            0.300       +6.773900e+00
     10.500            3.900       +6.480100e+00
     10.700            0.100       +6.773000e+00
     10.700            7.900       -6.986000e-01
     10.900            2.700       +6.799800e+00
     10.900            5.500       +2.700000e-01
     10.900            9.100       -5.406000e-01
     11.100            2.900       +6.888100e+00
     11.100            3.700       +6.869700e+00
     11.100            9.900       -9.794000e-01
     11.300            0.700       +8.561700e+00
     11.300            3.100       +1.890000e-02
     11.300            6.100       +2.282000e-01
     11.300            8.100       -1.412700e+00
     11.300           10.700       -2.830000e-01
     11.500            8.100       -1.485700e+00
     11.700            2.900       +8.187800e+00
     11.700            6.700       -3.404000e-01
     11.700            6.900       -7.974000e-01
     11.900            5.700       +4.846000e-01
     11.900            5.900       +6.052000e-01
     11.900            7.700       -1.586400e+00
     11.900            9.900       -3.097000e-01
