%       x_1              x_2            Y = ln T
      0.100            0.500       -1.822600e+00
      0.100            1.900       +7.705000e-01
      0.100            2.100       +1.075800e+00
      0.100            5.500       +4.284000e-01
      0.100            6.500       -1.474000e-01
      0.100            7.500       +2.187000e-01
      0.100            8.700       -1.200000e-01
      0.100            9.100       -1.852000e-01
      0.100            9.700       +7.582300e+00
      0.100           10.100       +7.961700e+00
      0.300            0.700       -1.735200e+00
      0.300            2.300       +1.105200e+00
      0.300            4.900       -1.671000e-01
      0.300            9.900       +7.914600e+00
      0.300           11.500       +6.535400e+00
      0.500            1.300       -1.185500e+00
      0.500            2.500       +1.213100e+00
      0.500            2.900       +1.078100e+00
      0.500            4.500       -3.863000e-01
      0.500            5.500       -7.230000e-02
      0.500            5.700       +1.550000e-01
      0.500            6.100       -8.600004e-03
      0.500            7.500       +6.434600e+00
      0.500            8.500       +6.713900e+00
      0.500            9.100       -2.084000e-01
      0.500            9.300       -9.800002e-03
      0.500           10.100       +8.262800e+00
      0.500           11.100       +6.963200e+00
      0.500           11.300       +6.613800e+00
      0.700            0.100       -9.044001e-01
      0.700            0.300       -1.080000e+00
      0.700            0.500       -1.317700e+00
      0.700            5.500       -4.238000e-01
      0.700            7.100       -1.437200e+00
      0.900            0.500       -9.923000e-01
      0.900            0.700       -1.297500e+00
      0.900            1.100       -1.448500e+00
      0.900            1.300       -1.355000e+00
      0.900            2.700       +1.594500e+00
      0.900            2.900       +1.567700e+00
      0.900            3.300       +1.117400e+00
      0.900            4.500       -6.728000e-01
      0.900            4.900       -1.085900e+00
      0.900            5.500       -6.680000e-01
      0.900            6.500       -1.612000e+00
      0.900            7.100       -1.685400e+00
      0.900            7.700       +6.116200e+00
      0.900            7.900       +6.239600e+00
      0.900            8.100       -7.205001e-01
      0.900            8.300       -5.842000e-01
      0.900            9.300       +7.031400e+00
      0.900            9.700       +7.724100e+00
      0.900            9.900       +8.091600e+00
      0.900           10.100       +8.420800e+00
      0.900           10.300       +8.616300e+00
      0.900           10.900       +7.986300e+00
      0.900           11.100       +7.527500e+00
      1.100            0.100       +1.511000e-01
      1.100            1.500       -9.262000e-01
      1.100            2.500       +1.566900e+00
      1.100            3.300       +1.463500e+00
      1.100            4.100       -2.300002e-03
      1.100            5.100       +6.052200e+00
      1.100            6.500       -1.844300e+00
      1.100            7.500       +6.167800e+00
      1.100            8.300       -4.838000e-01
      1.100            8.900       -4.556000e-01
      1.100            9.300       +7.025600e+00
      1.100            9.900       +8.060300e+00
      1.100           11.300       +7.565600e+00
      1.100           11.500       +7.337400e+00
      1.300            0.100       +4.517000e-01
      1.300            1.300       -1.143500e+00
      1.300            2.900       +2.012300e+00
      1.300            3.900       +5.330999e-01
      1.300            5.500       +6.404300e+00
      1.300            7.100       +5.852300e+00
      1.300            7.300       +6.236000e+00
      1.300            7.900       +6.747700e+00
      1.300            8.500       -2.559000e-01
      1.300            9.500       +7.301400e+00
      1.300           10.500       +8.902800e+00
      1.300           11.500       +7.735200e+00
      1.300           11.700       +7.505100e+00
      1.500            0.500       -2.377000e-01
      1.500            2.100       +6.049000e-01
      1.500            3.100       +2.163300e+00
      1.500            4.500       +6.813800e+00
      1.500            5.100       +6.636000e+00
      1.500            6.900       +5.835900e+00
      1.500            7.500       +6.954100e+00
      1.500            7.900       +7.046400e+00
      1.500            8.500       -9.580000e-02
      1.500            9.100       +6.932000e+00
      1.500            9.300       +7.035200e+00
      1.700            1.900       -1.200000e-02
      1.700            7.100       +6.681200e+00
      1.700           10.300       +8.518800e+00
      1.700           10.500       +8.770900e+00
      1.700           11.500       +8.089400e+00
      1.900            1.900       -8.620000e-02
      1.900            3.500       +9.655000e-01
      1.900            3.700       +4.081000e-01
      1.900            4.500       -4.504000e-01
      1.900            7.300       +7.200800e+00
      1.900            8.700       +7.004800e+00
      1.900            8.900       +7.025800e+00
      1.900            9.100       +7.078600e+00
      1.900            9.300       +7.118000e+00
      1.900           10.100       +8.083700e+00
      1.900           11.700       +7.775200e+00
      1.900           11.900       +7.535900e+00
      2.100            0.700       +4.509000e-01
      2.100            1.300       -1.525000e-01
      2.100            1.700       -2.914000e-01
      2.100            2.300       +4.267000e-01
      2.100            3.100       +1.226300e+00
      2.100            3.700       -2.403000e-01
      2.100            4.100       -1.003900e+00
      2.100            4.300       -1.021600e+00
      2.100            4.700       +6.752200e+00
      2.100            5.300       +7.060100e+00
      2.100            9.300       +7.138100e+00
      2.100           10.100       +7.953300e+00
      2.100           10.900       +8.643300e+00
      2.100           11.700       +7.712300e+00
      2.300            0.500       +7.410000e-01
      2.300            0.900       +5.244000e-01
      2.300            1.300       +1.105000e-01
      2.300            1.700       -3.840000e-01
      2.300            2.300       +1.970000e-02
      2.300            3.900       -1.264800e+00
      2.300            5.700       +7.261800e+00
      2.300            6.500       +1.403000e-01
      2.300            7.100       +1.225000e-01
      2.300            8.500       +6.799800e+00
      2.300            9.900       +7.652100e+00
      2.300           10.700       +8.509800e+00
      2.500            1.900       -7.393000e-01
      2.500            2.300       -3.840000e-01
      2.500            3.300       -4.292000e-01
      2.500            5.900       +7.395100e+00
      2.500            6.900       +1.562000e-01
      2.500            7.500       +7.063600e+00
      2.500            8.500       +6.689000e+00
      2.500            9.300       +7.082000e+00
      2.500            9.500       +7.225300e+00
      2.500           10.500       +8.432400e+00
      2.500           10.900       +8.698000e+00
      2.700            1.100       +7.286300e+00
      2.700            2.500       -5.644000e-01
      2.700            4.500       -1.374700e+00
      2.700            4.900       +6.316200e+00
      2.700            5.900       +7.378900e+00
      2.700            8.300       +6.767100e+00
      2.700           11.300       +8.361000e+00
      2.700           11.900       +7.170600e+00
      2.900            1.700       +5.832800e+00
      2.900            2.100       -1.221400e+00
      2.900            3.300       -1.425900e+00
      2.900            3.900       -1.422100e+00
      2.900            6.500       +7.318000e-01
      2.900            7.300       -6.390000e-02
      2.900            8.900       +7.029400e+00
      2.900           11.500       +7.933100e+00
      2.900           11.700       +7.492600e+00
      3.100            1.100       -3.855000e-01
      3.100            1.300       -7.991000e-01
      3.100            2.500       -1.197300e+00
      3.100            3.100       -1.592500e+00
      3.100            6.300       +7.038000e-01
      3.100            6.500       +7.460000e-01
      3.100            9.300       +7.379500e+00
      3.100           10.300       +8.856200e+00
      3.300            1.100       -5.018000e-01
      3.300            2.100       +5.682100e+00
      3.300            4.900       +5.805600e+00
      3.300            6.100       +2.657000e-01
      3.300            6.300       +7.606400e+00
      3.300            7.300       -1.387000e-01
      3.300            8.700       +7.437900e+00
      3.300           10.500       +8.875600e+00
      3.500            0.700       +7.334900e+00
      3.500            2.100       +5.824300e+00
      3.500            2.700       -8.826000e-01
      3.500            3.300       +5.966900e+00
      3.500            4.700       +5.699600e+00
      3.500            7.100       +7.053900e+00
