%       x_1              x_2            Y = ln T
      0.100            4.700       +2.220000e-02
      0.100            7.100       -3.640000e-02
      0.100            8.700       -1.200000e-01
      0.100            9.900       +7.826200e+00
      0.100           11.300       +6.747600e+00
      0.300            0.100       -1.669900e+00
      0.300            0.300       -1.733600e+00
      0.300            3.500       +5.860000e-02
      0.500            1.100       -1.430600e+00
      0.500            8.500       +6.713900e+00
      0.700            3.500       +4.516000e-01
      0.700           10.700       +8.120000e+00
      0.900            2.500       +1.437200e+00
      0.900            7.100       -1.685400e+00
      0.900           11.900       +6.880600e+00
      1.100            6.500       -1.844300e+00
      1.100            8.900       -4.556000e-01
      1.300            0.100       +4.517000e-01
      1.500            0.500       -2.377000e-01
      1.500            6.500       -1.496300e+00
      1.500            9.900       +7.939200e+00
      1.700            2.500       +1.420600e+00
      1.700            7.100       +6.681200e+00
      1.700            9.700       +7.539400e+00
      1.700            9.900       +7.873700e+00
      1.900           10.300       +8.341100e+00
      1.900           11.900       +7.535900e+00
      2.100            1.100       +2.890000e-02
      2.300            8.100       +7.051400e+00
      2.300            9.100       +6.965700e+00
      2.500            3.900       -1.543700e+00
      2.700            0.900       +7.514300e+00
      2.700            5.100       +6.485400e+00
      2.700            6.300       +7.652000e+00
      2.700            9.900       +7.751400e+00
      2.900            0.500       +7.235600e+00
      2.900            2.500       -9.765000e-01
      2.900            2.700       -9.953000e-01
      2.900            6.700       +5.855000e-01
      2.900            8.100       +7.010700e+00
      2.900            8.500       +6.881800e+00
      3.100            3.500       -1.469600e+00
      3.100           10.300       +8.856200e+00
      3.300            5.900       -1.036000e-01
      3.300            7.500       -1.136000e-01
      3.500            4.100       +5.922100e+00
      3.500            9.300       +7.681600e+00
      3.500            9.500       +7.833100e+00
      3.700            0.700       +5.133000e-01
      3.700            0.900       +1.343000e-01
      3.700            4.900       +5.311400e+00
      3.700            9.900       +8.220500e+00
      3.900            1.900       +5.915100e+00
      3.900            2.100       +6.291400e+00
      3.900            5.100       +5.157100e+00
      3.900            7.900       +7.407800e+00
      4.300            1.700       +6.046900e+00
      4.300            2.100       +6.462900e+00
      4.300            3.500       +6.623600e+00
      4.300            5.300       +5.681100e+00
      4.300            5.500       +5.828500e+00
      4.300           11.500       +7.033200e+00
      4.500            0.900       +7.602800e+00
      4.500            3.100       +6.593200e+00
      4.500           10.700       +6.148200e+00
      4.700            2.900       +6.227900e+00
      4.700            3.900       +6.125400e+00
      4.700            6.100       +6.852300e+00
      4.700            7.100       +8.129000e+00
      4.700           11.500       +6.224100e+00
      4.900            2.500       +5.935300e+00
      4.900            3.900       +6.134900e+00
      4.900            9.900       +5.520200e+00
      4.900           11.500       +5.866700e+00
      5.100            5.700       +7.206000e+00
      5.300            0.100       +1.222800e+00
      5.300            5.700       +7.356200e+00
      5.300            7.300       +8.269900e+00
      5.300            8.300       +6.493900e+00
      5.300           11.300       +5.396200e+00
      5.500            4.100       +6.263500e+00
      5.500            8.900       +6.229000e+00
      5.500           10.900       +5.241200e+00
      5.700            1.100       +5.910700e+00
      5.700            1.500       +5.606500e+00
      5.700            2.700       +5.334500e+00
      5.700            2.900       +5.480900e+00
      5.900            9.300       +6.711500e+00
      6.100            2.500       +5.353200e+00
      6.300            1.300       +6.021800e+00
      6.300            1.500       +6.076800e+00
      6.300            6.300       +6.144600e+00
      6.300            9.100       +6.675600e+00
      6.500            4.900       +7.112900e+00
      6.500            6.500       +6.193800e+00
      6.500            7.500       +7.448700e+00
      6.500           10.500       +7.058100e+00
      6.700            3.100       +5.938300e+00
      6.700            5.500       -1.443000e-01
