%       x_1              x_2            Y = ln T
      0.100            0.100       -1.662600e+00
      0.100            2.300       +1.185300e+00
      0.100            3.300       +1.284000e-01
      0.100            3.900       -2.020000e-01
      0.100            5.100       +7.350000e-02
      0.100            7.900       +1.817000e-01
      0.100            9.100       -1.852000e-01
      0.100            9.300       -4.760000e-02
      0.100            9.900       +7.826200e+00
      0.100           10.900       +7.320300e+00
      0.300            2.900       +8.394000e-01
      0.300            3.100       +5.806000e-01
      0.300            3.300       +2.871000e-01
      0.300            4.700       -1.357000e-01
      0.300            4.900       -1.671000e-01
      0.300            5.300       +3.999993e-04
      0.300            6.500       -5.045000e-01
      0.300            7.300       -2.913000e-01
      0.300            7.900       +6.895300e+00
      0.300            8.500       +6.881700e+00
      0.300            9.900       +7.914600e+00
      0.300           10.100       +8.120800e+00
      0.500            0.100       -1.400900e+00
      0.500            0.900       -1.586000e+00
      0.500            1.100       -1.430600e+00
      0.500            1.300       -1.185500e+00
      0.500            1.500       -7.640000e-01
      0.500            1.700       -2.321000e-01
      0.500            4.500       -3.863000e-01
      0.500            4.900       -5.472000e-01
      0.500            6.700       -1.037000e+00
      0.500            6.900       -1.050800e+00
      0.500            7.500       +6.434600e+00
      0.500            7.700       +6.503400e+00
      0.500            7.900       -5.675000e-01
      0.500            8.500       +6.713900e+00
      0.500           11.300       +6.613800e+00
      0.700            0.300       -1.080000e+00
      0.700            0.500       -1.317700e+00
      0.700            2.500       +1.307600e+00
      0.700            3.100       +1.113200e+00
      0.700            4.300       -4.300000e-01
      0.700            4.700       -7.812001e-01
      0.700            7.500       -1.039400e+00
      0.700            7.700       +6.193200e+00
      0.700            8.700       -4.457000e-01
      0.700           10.700       +8.120000e+00
      0.900            0.900       -1.424100e+00
      0.900            3.100       +1.418600e+00
      0.900            3.900       +1.149000e-01
      0.900            5.500       -6.680000e-01
      0.900            6.300       -1.117500e+00
      0.900            7.500       -1.155400e+00
      0.900            8.900       -4.758000e-01
      0.900           10.300       +8.616300e+00
      0.900           11.500       +6.916100e+00
      0.900           11.900       +6.880600e+00
      1.100            0.300       -2.480000e-01
      1.100            2.300       +1.187000e+00
      1.100            4.300       -3.018000e-01
      1.100            4.500       -5.925000e-01
      1.100            5.100       +6.052200e+00
      1.100            5.700       +6.616700e+00
      1.100            6.100       +6.369900e+00
      1.100            7.500       +6.167800e+00
      1.100            9.500       +7.360700e+00
      1.100           10.300       +8.699100e+00
      1.100           10.700       +8.668300e+00
      1.100           11.900       +7.091200e+00
      1.300            0.100       +4.517000e-01
      1.300            1.500       -8.391000e-01
      1.300            2.300       +1.223400e+00
      1.300            2.900       +2.012300e+00
      1.300            3.700       +9.510000e-01
      1.300            3.900       +5.330999e-01
      1.300            4.700       -6.364000e-01
      1.300            6.500       +5.349700e+00
      1.300            6.700       -1.960200e+00
      1.300            7.500       +6.550900e+00
      1.300            7.900       +6.747700e+00
      1.300            9.100       -3.488000e-01
      1.300           10.900       +8.696800e+00
      1.300           11.300       +7.958600e+00
      1.300           11.500       +7.735200e+00
      1.300           11.900       +7.304400e+00
      1.500            1.300       -1.081400e+00
      1.500            1.700       -4.311000e-01
      1.500            1.900       +5.009999e-02
      1.500            2.100       +6.049000e-01
      1.500            4.300       +6.992000e+00
      1.500            4.500       +6.813800e+00
      1.500            5.100       +6.636000e+00
      1.500            5.500       +6.544100e+00
      1.500           10.300       +8.649300e+00
      1.500           10.700       +8.950600e+00
      1.500           11.300       +8.238300e+00
      1.700            0.500       +3.830000e-02
      1.700            1.500       -7.727000e-01
      1.700            2.700       +1.866800e+00
      1.700            3.700       +8.870000e-01
      1.700            4.700       +6.864700e+00
      1.700            5.100       +6.832100e+00
      1.700            6.100       +6.437800e+00
      1.700            7.100       +6.681200e+00
      1.700            8.100       +7.172200e+00
      1.700            8.300       +7.146500e+00
      1.700            8.700       +7.086200e+00
      1.700            8.900       +7.072100e+00
      1.700           10.500       +8.770900e+00
      1.700           11.100       +8.675500e+00
      1.900            0.700       +7.860000e-02
      1.900            0.900       -1.913000e-01
      1.900            1.500       -5.170000e-01
      1.900            1.700       -3.434000e-01
      1.900            3.300       +1.450000e+00
      1.900            4.500       -4.504000e-01
      1.900            5.900       +6.884800e+00
      1.900            6.300       -5.724000e-01
      1.900            7.900       +7.292200e+00
      1.900            8.700       +7.004800e+00
      1.900            9.100       +7.078600e+00
      1.900            9.900       +7.803300e+00
      1.900           10.500       +8.602400e+00
      1.900           11.300       +8.379200e+00
      1.900           11.500       +8.075900e+00
      2.100            0.300       +7.580000e-01
      2.100            3.300       +8.598000e-01
      2.100            3.500       +3.399000e-01
      2.100            4.700       +6.752200e+00
      2.100            7.700       +7.290500e+00
      2.100            8.100       +7.171500e+00
      2.100           10.300       +8.178400e+00
      2.100           10.500       +8.421300e+00
      2.100           11.100       +8.535200e+00
      2.300            0.700       +6.512000e-01
      2.300            0.900       +5.244000e-01
      2.300            6.100       +7.307000e+00
      2.300            6.300       +1.538000e-01
      2.300            8.700       +6.772300e+00
      2.300           10.500       +8.297700e+00
      2.300           10.900       +8.592100e+00
      2.500            3.100       -5.750000e-02
      2.500            3.900       -1.543700e+00
      2.500            5.900       +7.395100e+00
      2.500            7.100       +5.700000e-02
      2.500            8.100       +6.958600e+00
      2.500            8.900       +6.769700e+00
      2.500           10.100       +7.884800e+00
      2.500           10.900       +8.698000e+00
      2.500           11.300       +8.306000e+00
      2.700            0.700       +7.552900e+00
      2.700            1.700       +6.155900e+00
      2.700            4.700       +6.055000e+00
      2.700            6.900       +2.341000e-01
      2.700            7.700       +7.089300e+00
      2.700            8.900       +6.828400e+00
      2.700            9.300       +7.121200e+00
      2.700           11.100       +8.695100e+00
      2.700           11.700       +7.535000e+00
      2.700           11.900       +7.170600e+00
      2.900            0.300       +4.000000e-02
      2.900            0.700       +7.288600e+00
      2.900            1.300       -5.579000e-01
      2.900            2.100       -1.221400e+00
      2.900            2.500       -9.765000e-01
      2.900            3.100       -1.314600e+00
      2.900            4.300       +5.695100e+00
      2.900            4.900       +6.165900e+00
      2.900            6.500       +7.318000e-01
      2.900            8.500       +6.881800e+00
      2.900            9.100       +7.112800e+00
      2.900            9.300       +7.231200e+00
      2.900            9.700       +7.635900e+00
      2.900           10.700       +9.070300e+00
      2.900           11.100       +8.761200e+00
      3.100            0.500       +7.196800e+00
      3.100            1.700       +5.584500e+00
      3.100            2.300       -1.265500e+00
      3.100            3.300       -1.537200e+00
      3.100            3.900       +5.831600e+00
      3.100            5.300       +6.223700e+00
      3.100            6.500       +7.460000e-01
      3.100            7.500       -1.116000e-01
      3.100            9.100       +7.276700e+00
      3.100            9.300       +7.379500e+00
      3.100           10.100       +8.563200e+00
      3.100           10.700       +9.100400e+00
      3.100           11.500       +7.867200e+00
      3.300            0.500       +7.352500e+00
      3.300            1.300       -8.947001e-01
      3.300            1.900       +5.461700e+00
      3.300            2.300       -1.228800e+00
      3.300            5.500       -9.437000e-01
      3.300            5.700       -5.301000e-01
      3.300            7.900       +7.282700e+00
      3.300            8.300       +7.393700e+00
      3.300            9.300       +7.539300e+00
      3.300           10.500       +8.875600e+00
      3.300           10.700       +8.878400e+00
      3.500            1.100       -4.205000e-01
      3.500            1.500       +5.852400e+00
      3.500            1.700       +5.574600e+00
      3.500            2.100       +5.824300e+00
      3.500            4.500       +5.802400e+00
      3.500            4.700       +5.699600e+00
      3.500            4.900       +5.548400e+00
