%       x_1              x_2            Y = ln T
      0.100            0.700       -1.765200e+00
      0.300            1.700       +4.799999e-03
      0.300            3.500       +5.860000e-02
      0.500            1.300       -1.185500e+00
      0.500            1.700       -2.321000e-01
      0.500            7.900       -5.675000e-01
      0.500            8.300       +6.657800e+00
      0.500            8.500       +6.713900e+00
      0.500           10.700       +7.917000e+00
      0.500           11.300       +6.613800e+00
      0.700            2.300       +1.044000e+00
      0.700            2.900       +1.327100e+00
      0.700            3.700       +1.670000e-01
      0.700            6.900       -1.527700e+00
      0.700           10.300       +8.518900e+00
      0.700           10.500       +8.423500e+00
      0.900            0.100       -3.347000e-01
      0.900            3.300       +1.117400e+00
      0.900            3.500       +7.555000e-01
      1.100            6.500       -1.844300e+00
      1.100            8.300       -4.838000e-01
      1.300            1.100       -1.314800e+00
      1.300            5.900       +6.576400e+00
      1.300            6.300       +5.850900e+00
      1.300           10.300       +8.722900e+00
      1.300           11.700       +7.505100e+00
      1.500            2.300       +1.129500e+00
      1.500            3.300       +1.893900e+00
      1.500            4.900       +6.675900e+00
      1.500            6.100       +6.334700e+00
      1.500            8.700       -8.180000e-02
      1.700            1.700       -4.374000e-01
      1.900            3.900       -1.134000e-01
      1.900            9.700       +7.514600e+00
      2.100            0.500       +6.401000e-01
      2.100            1.500       -2.727000e-01
      2.100            6.300       -1.874000e-01
      2.100            7.300       +1.723000e-01
      2.100            8.500       +6.951300e+00
      2.100           10.500       +8.421300e+00
      2.300            1.700       -3.840000e-01
      2.300            4.700       +6.503600e+00
      2.300            9.100       +6.965700e+00
      2.300           10.300       +8.077600e+00
      2.300           11.700       +7.645400e+00
      2.500            0.700       +6.513000e-01
      2.500            1.500       -3.104000e-01
      2.500            4.500       -1.342500e+00
      2.500            5.700       +7.247200e+00
      2.700            9.100       +6.979800e+00
      2.700           10.500       +8.711600e+00
      2.700           10.700       +8.878700e+00
      2.900            1.100       -1.479000e-01
      2.900            1.300       -5.579000e-01
      2.900            2.500       -9.765000e-01
      2.900            3.300       -1.425900e+00
      3.100            7.100       +3.410000e-02
      3.100            9.300       +7.379500e+00
      3.100           10.500       +9.044000e+00
      3.300            2.100       +5.682100e+00
      3.300            2.700       -1.236400e+00
      3.300            3.300       +5.704500e+00
      3.300            4.300       +5.900400e+00
      3.300           11.300       +8.200700e+00
      3.500            6.500       +7.388300e+00
      3.500            9.500       +7.833100e+00
      3.700            0.900       +1.343000e-01
      3.700            5.500       +5.558800e+00
      3.900            1.900       +5.915100e+00
      3.900            4.100       +5.923600e+00
      3.900            4.300       +5.757300e+00
      3.900            8.900       +7.527800e+00
      4.100            2.900       +7.103300e+00
      4.100            5.100       +5.314700e+00
      4.100            9.700       +7.484100e+00
      4.300            1.300       +6.547300e+00
      4.300            5.100       +5.561200e+00
      4.300            9.100       +6.547300e+00
      4.300            9.500       +6.706800e+00
      4.300            9.900       +6.997200e+00
      4.500            0.500       +8.285700e+00
      4.500            3.900       +6.149200e+00
      4.500            7.700       +7.540300e+00
      4.500            8.100       +6.899900e+00
      4.500            8.300       +6.670000e+00
      4.500           11.900       +6.529200e+00
      4.700            0.700       +7.833800e+00
      4.700            2.900       +6.227900e+00
      4.700            6.500       +7.614700e+00
      4.700            7.300       +8.076000e+00
      4.700            9.300       +5.634400e+00
      4.900            0.500       +7.944800e+00
      4.900            0.700       +7.605700e+00
      4.900            3.500       +6.192700e+00
      4.900            5.300       +6.571600e+00
      4.900            5.900       +7.060600e+00
      4.900            8.900       +5.841400e+00
      4.900           11.700       +5.883300e+00
      5.100            0.500       +7.799800e+00
      5.300            0.500       +7.661400e+00
