%       x_1              x_2            Y = ln T
      0.500            5.900       +2.384000e-01
      1.500            0.100       +6.095999e-01
      1.700            9.500       +7.254300e+00
      2.300           10.100       +7.863400e+00
      3.700           10.700       +8.105000e+00
      3.900            2.700       +1.129000e-01
      4.500            0.700       +8.026300e+00
      4.500            3.900       +6.149200e+00
      5.100            3.100       +5.763700e+00
      5.500            6.100       +7.474300e+00
      5.500           10.700       +5.366000e+00
      5.700           10.300       +5.896500e+00
      5.900            4.500       +6.389900e+00
      6.500            0.700       +6.037900e+00
      7.500            5.700       +7.311700e+00
      7.900            9.500       +7.633700e+00
      9.100           10.700       +7.202900e+00
     10.300            5.500       +2.483000e-01
