%       x_1              x_2            Y = ln T
      0.300            3.500       +5.860000e-02
      0.500            0.100       -1.400900e+00
      0.500           11.700       +6.593300e+00
      0.700            8.500       +6.616800e+00
      0.900            1.100       -1.448500e+00
      0.900            3.300       +1.117400e+00
      0.900            5.100       -1.104700e+00
      0.900           10.900       +7.986300e+00
      1.100            0.700       -1.115400e+00
      1.100            1.100       -1.422800e+00
      1.100            9.100       -4.543000e-01
      1.100           11.900       +7.091200e+00
      1.300            1.900       +6.859999e-02
      1.500            7.900       +7.046400e+00
      1.500            8.300       +6.994800e+00
      1.500           11.700       +7.702200e+00
      1.700            6.900       +6.312800e+00
      1.700            9.900       +7.873700e+00
      1.900            0.500       +3.570000e-01
      1.900            6.300       -5.724000e-01
      2.100            3.700       -2.403000e-01
      2.100            8.500       +6.951300e+00
      2.100            9.500       +7.265300e+00
      2.500            1.900       -7.393000e-01
      2.500            5.100       +6.738000e+00
      2.700            1.300       -1.857000e-01
      2.700            3.300       -1.005500e+00
      2.700            8.900       +6.828400e+00
      2.700           10.700       +8.878700e+00
      3.100           11.700       +7.426400e+00
      3.300            9.500       +7.727100e+00
      3.700            9.100       +7.658100e+00
      3.900            5.500       +5.544900e+00
      3.900           11.300       +7.439900e+00
      4.100            1.700       +5.903400e+00
      4.100           10.700       +7.163300e+00
      4.300            2.900       +6.941100e+00
      4.300            7.100       +7.721100e+00
      4.300            9.500       +6.706800e+00
      4.500            6.900       +7.786700e+00
      4.500            8.100       +6.899900e+00
      4.700            5.700       +6.551300e+00
      4.900            6.100       +7.269700e+00
      4.900           10.700       +5.451200e+00
      5.100            1.900       +5.610500e+00
      5.300            1.500       +5.519900e+00
      5.300            2.900       +5.464400e+00
      5.500            0.500       +4.172000e-01
      5.500           10.300       +5.621900e+00
      5.500           11.700       +5.281800e+00
      5.700            5.100       +6.931800e+00
      5.700            5.300       +7.085900e+00
      5.900            3.500       +6.116700e+00
      5.900            7.300       +7.578600e+00
      5.900            9.300       +6.711500e+00
      6.300            4.900       +7.006000e+00
      6.300           11.700       +6.013700e+00
      6.500            1.500       +6.224400e+00
      6.700            4.900       +7.209700e+00
      7.100            1.300       +6.650800e+00
      7.100            3.900       +7.195100e+00
      7.100            7.300       +1.744000e-01
      7.100            8.700       +6.023300e+00
      7.100            8.900       -1.258000e+00
      7.300            1.500       +7.126800e+00
      7.300            3.700       +7.176300e+00
      7.500            1.700       +7.524300e+00
      7.500           11.300       +6.866300e+00
      7.700            3.300       +7.280000e+00
      7.700            3.500       +7.243200e+00
      7.700            6.700       +4.121000e-01
      7.900            3.100       +7.424700e+00
      8.100            3.300       +7.355300e+00
      8.100            8.300       +6.877600e+00
      8.300           10.900       +7.859500e+00
      8.500            0.300       +7.679500e+00
      8.500            2.700       +7.577800e+00
      8.700            1.500       +8.466200e+00
      8.700            5.700       +7.614000e+00
      8.700            5.900       +7.650800e+00
      9.100            0.300       +7.757600e+00
      9.100            0.500       +7.531000e+00
      9.300            8.100       +6.152500e+00
      9.300           10.100       +7.805200e+00
      9.500            2.300       +8.366899e+00
      9.500            9.300       +7.989900e+00
      9.500            9.700       +7.998200e+00
      9.900            9.900       +7.741900e+00
      9.900           10.500       +7.218600e+00
     10.100            1.500       +7.007400e+00
     10.100            8.500       +3.863000e-01
     10.300           10.100       +7.007400e+00
     10.500            0.100       +6.585700e+00
     10.700            1.900       +5.836300e+00
     10.700            6.300       -6.737000e-01
     10.700            6.700       -8.446000e-01
     10.900            3.100       +6.476700e+00
     10.900            3.900       -2.690000e-01
     10.900           11.300       +6.840600e+00
     11.100            6.700       -6.752000e-01
     11.100           10.900       -4.227000e-01
     11.500            5.900       +6.591000e-01
     11.700            0.900       +8.563600e+00
     11.700            6.300       +5.085000e-01
     11.700            9.100       -3.943000e-01
     11.900            3.900       -2.213000e-01
     11.900            4.300       +7.500000e-03
     11.900            9.900       -3.097000e-01
