%       x_1              x_2            Y = ln T
      0.100            2.900       +6.819000e-01
      0.100            3.100       +4.120000e-01
      0.100            7.300       +1.351000e-01
      0.100           10.100       +7.961700e+00
      0.300            1.500       -5.310000e-01
      0.300            2.500       +1.148800e+00
      0.300            4.100       -3.037000e-01
      0.300            4.900       -1.671000e-01
      0.300            7.100       -4.365000e-01
      0.300            9.900       +7.914600e+00
      0.500            0.900       -1.586000e+00
      0.500            2.900       +1.078100e+00
      0.500            3.300       +5.114000e-01
      0.500            6.100       -8.600004e-03
      0.500            9.700       +7.641900e+00
      0.500           10.700       +7.917000e+00
      0.700            0.900       -1.520400e+00
      0.700            3.900       -6.200000e-02
      0.700            4.100       -2.678000e-01
      0.700            4.900       -9.178000e-01
      0.700            8.700       -4.457000e-01
      0.700           10.700       +8.120000e+00
      0.900            4.300       -4.295000e-01
      0.900            7.900       +6.239600e+00
      0.900           10.700       +8.367300e+00
      1.100            1.700       -4.826000e-01
      1.100            3.100       +1.732500e+00
      1.100            3.300       +1.463500e+00
      1.100            4.300       -3.018000e-01
      1.100            6.700       -2.036800e+00
      1.100            8.100       -5.910000e-01
      1.100            9.500       +7.360700e+00
      1.100           11.300       +7.565600e+00
      1.300            1.500       -8.391000e-01
      1.300            2.100       +6.571000e-01
      1.300            3.500       +1.353800e+00
      1.300            7.700       +6.728700e+00
      1.300           10.500       +8.902800e+00
      1.300           11.900       +7.304400e+00
      1.500            1.700       -4.311000e-01
      1.500            3.100       +2.163300e+00
      1.500            3.300       +1.893900e+00
      1.500            4.100       +1.965000e-01
      1.500            8.500       -9.580000e-02
      1.500           10.900       +8.860600e+00
      1.700            1.100       -8.364000e-01
      1.700            2.100       +4.964000e-01
      1.700            2.700       +1.866800e+00
      1.700            6.100       +6.437800e+00
      1.700           11.500       +8.089400e+00
      1.900            0.100       +7.873999e-01
      1.900            2.300       +7.207000e-01
      1.900            2.700       +1.602100e+00
      1.900            4.300       -5.769000e-01
      1.900            6.500       -6.555000e-01
      1.900            7.100       -1.422000e-01
      1.900            7.900       +7.292200e+00
      1.900            8.500       +7.072300e+00
      1.900            9.300       +7.118000e+00
      1.900           10.100       +8.083700e+00
      2.100            0.500       +6.401000e-01
      2.100            1.500       -2.727000e-01
      2.100            6.500       -2.111000e-01
      2.100            6.700       -1.575000e-01
      2.100            8.900       +6.908800e+00
      2.100            9.100       +7.025400e+00
      2.300            2.500       +3.600000e-01
      2.300            3.700       -8.561000e-01
      2.300            6.100       +7.307000e+00
      2.300            7.100       +1.225000e-01
      2.300            8.300       +6.922100e+00
      2.300            9.700       +7.426100e+00
      2.500            0.500       +6.456000e-01
      2.500            0.900       +5.899000e-01
      2.500            1.100       +4.178000e-01
      2.500            4.100       -1.692700e+00
      2.500            4.700       -8.799000e-01
      2.500            6.100       +7.480600e+00
      2.700            4.700       +6.055000e+00
      2.900            0.500       +7.235600e+00
      2.900            1.900       +5.785500e+00
      2.900            3.900       -1.422100e+00
      2.900            5.700       +7.054300e+00
      2.900            7.300       -6.390000e-02
      2.900           11.500       +7.933100e+00
      3.100            1.900       -1.546900e+00
      3.100           10.300       +8.856200e+00
      3.100           10.700       +9.100400e+00
      3.100           11.100       +8.750200e+00
      3.100           11.700       +7.426400e+00
      3.300            3.100       -1.455700e+00
      3.300            3.300       +5.704500e+00
      3.300            3.500       +5.746200e+00
      3.300            7.300       -1.387000e-01
      3.500            0.900       -9.360000e-02
      3.500            1.100       -4.205000e-01
      3.500            1.500       +5.852400e+00
      3.500            3.300       +5.966900e+00
      3.500            3.700       -1.144000e+00
      3.500            4.300       +5.877800e+00
      3.500            4.500       +5.802400e+00
      3.500            5.900       +6.702900e+00
      3.500            6.100       +7.074200e+00
      3.500            6.300       +7.310600e+00
      3.500            8.700       +7.603700e+00
      3.700            1.300       +6.333400e+00
      3.700            2.900       +6.800000e+00
      3.700            3.300       +6.223200e+00
      3.700            5.700       +6.014600e+00
      3.700            6.300       +7.024800e+00
      3.700            8.500       +7.651200e+00
      3.700            8.700       +7.658700e+00
      3.700           11.300       +7.700600e+00
      3.700           11.900       +6.740200e+00
      3.900            1.100       -1.114000e-01
      3.900            2.900       +7.085600e+00
      3.900            3.100       +6.793600e+00
      3.900            4.500       +5.563400e+00
      3.900            6.300       +6.863600e+00
      3.900            6.500       +6.976300e+00
      3.900            7.500       +7.551900e+00
      3.900            8.300       +7.459800e+00
      3.900            8.900       +7.527800e+00
      3.900           10.700       +7.652200e+00
      3.900           11.300       +7.439900e+00
      4.100            0.700       +8.084200e+00
      4.100            7.700       +7.559100e+00
      4.100           10.900       +7.098600e+00
      4.300            8.100       +7.084300e+00
      4.300            8.900       +6.605300e+00
