%       x_1              x_2            Y = ln T
      0.100            0.100       -1.662600e+00
      0.100            0.500       -1.822600e+00
      0.100            1.900       +7.705000e-01
      0.100            2.900       +6.819000e-01
      0.100            3.700       -1.449000e-01
      0.100            4.300       -1.714000e-01
      0.100            6.900       -2.096000e-01
      0.100            7.700       +2.149000e-01
      0.100            8.100       +1.451000e-01
      0.100            8.500       -1.880000e-02
      0.100           10.500       +7.888200e+00
      0.100           11.300       +6.747600e+00
      0.100           11.900       +6.861300e+00
      0.300            1.500       -5.310000e-01
      0.300            2.700       +1.044000e+00
      0.300            2.900       +8.394000e-01
      0.300            3.100       +5.806000e-01
      0.300            3.700       -9.130000e-02
      0.300            5.300       +3.999993e-04
      0.300            5.500       +2.411000e-01
      0.300            5.700       +4.306000e-01
      0.300            6.900       -5.797000e-01
      0.300            7.500       -2.080000e-01
      0.300            8.900       -2.387000e-01
      0.300           10.300       +8.187000e+00
      0.300           11.100       +6.903700e+00
      0.300           11.500       +6.535400e+00
      0.300           11.700       +6.642200e+00
      0.500            1.900       +2.925000e-01
      0.500            3.300       +5.114000e-01
      0.500            4.900       -5.472000e-01
      0.500            5.700       +1.550000e-01
      0.500            6.700       -1.037000e+00
      0.500            7.700       +6.503400e+00
      0.500            8.300       +6.657800e+00
      0.500           10.100       +8.262800e+00
      0.500           10.500       +8.252400e+00
      0.500           10.700       +7.917000e+00
      0.700            0.100       -9.044001e-01
      0.700            4.300       -4.300000e-01
      0.700            5.300       -6.958000e-01
      0.700            6.100       -2.741000e-01
      0.700            6.900       -1.527700e+00
      0.700            7.300       -1.224900e+00
      0.700            8.700       -4.457000e-01
      0.700           11.900       +6.781100e+00
      0.900            2.700       +1.594500e+00
      0.900            3.100       +1.418600e+00
      0.900            3.700       +4.148000e-01
      0.900            6.100       +6.542100e+00
      0.900            8.100       -7.205001e-01
      0.900           10.100       +8.420800e+00
      0.900           10.300       +8.616300e+00
      1.100            3.700       +7.014000e-01
      1.100            4.300       -3.018000e-01
      1.100            4.500       -5.925000e-01
      1.100            5.500       +6.366300e+00
      1.100            7.900       -6.687000e-01
      1.100            8.300       -4.838000e-01
      1.100            8.900       -4.556000e-01
      1.100           11.100       +7.944700e+00
      1.100           11.900       +7.091200e+00
      1.300            2.900       +2.012300e+00
      1.300            3.500       +1.353800e+00
      1.300            4.300       +6.941800e+00
      1.300            4.900       +6.330300e+00
      1.300            6.300       +5.850900e+00
      1.300            8.100       +6.756900e+00
      1.300           10.300       +8.722900e+00
      1.300           10.700       +8.898100e+00
      1.300           11.900       +7.304400e+00
      1.500            2.100       +6.049000e-01
      1.500            2.700       +1.920700e+00
      1.500            3.900       +5.929000e-01
      1.500            4.300       +6.992000e+00
      1.500            4.700       +6.725600e+00
      1.500            5.100       +6.636000e+00
      1.500            5.700       +6.615700e+00
      1.500            6.300       +6.009600e+00
      1.500            8.500       -9.580000e-02
      1.500            9.300       +7.035200e+00
      1.500            9.500       +7.254000e+00
      1.500           10.500       +8.886900e+00
      1.700            0.100       +7.131000e-01
      1.700            1.100       -8.364000e-01
      1.700            3.900       +3.818000e-01
      1.700            5.100       +6.832100e+00
      1.700            7.300       +7.026500e+00
      1.700            8.700       +7.086200e+00
      1.700            9.500       +7.254300e+00
      1.700           11.900       +7.592000e+00
      1.900            0.500       +3.570000e-01
      1.900            2.500       +1.177900e+00
      1.900            2.700       +1.602100e+00
      1.900            3.100       +1.754600e+00
      1.900            3.300       +1.450000e+00
      1.900            5.300       +6.902300e+00
      1.900            6.100       +6.718900e+00
      1.900            6.500       -6.555000e-01
      1.900            7.100       -1.422000e-01
      1.900            8.100       +7.239400e+00
      1.900            8.300       +7.187000e+00
      1.900           10.900       +8.776800e+00
      2.100            0.900       +2.186000e-01
      2.100            3.300       +8.598000e-01
      2.100            4.300       -1.021600e+00
      2.100            6.700       -1.575000e-01
      2.100            7.100       +5.940000e-02
      2.100            7.900       +7.248400e+00
      2.100            8.100       +7.171500e+00
      2.100            9.100       +7.025400e+00
      2.100           10.700       +8.607500e+00
      2.100           10.900       +8.643300e+00
      2.100           11.500       +8.016000e+00
      2.100           11.900       +7.463700e+00
      2.300            0.500       +7.410000e-01
      2.300            0.900       +5.244000e-01
      2.300            1.500       -1.702000e-01
      2.300            2.700       +6.364000e-01
      2.300            3.900       -1.264800e+00
      2.300            4.100       -1.475100e+00
      2.300            4.300       -1.460900e+00
      2.300            5.900       +7.322300e+00
      2.300            7.900       +7.123900e+00
      2.300           10.300       +8.077600e+00
      2.500            1.100       +4.178000e-01
      2.500            2.900       +1.462000e-01
      2.500            3.300       -4.292000e-01
      2.500            4.500       -1.342500e+00
      2.500            6.900       +1.562000e-01
      2.500            7.900       +7.018400e+00
      2.500            8.300       +6.799700e+00
      2.500            8.900       +6.769700e+00
      2.700            3.300       -1.005500e+00
      2.700            4.100       -1.643200e+00
      2.700            4.900       +6.316200e+00
      2.700            7.500       +7.048000e+00
      2.700            8.700       +6.730200e+00
      2.700           10.900       +8.882500e+00
      2.900            1.700       +5.832800e+00
      2.900            2.100       -1.221400e+00
      2.900            3.700       -1.449500e+00
      2.900            7.100       +4.450000e-02
      2.900            8.700       +6.946900e+00
      2.900           10.100       +8.328600e+00
      2.900           10.700       +9.070300e+00
      2.900           10.900       +8.998700e+00
      3.100            0.500       +7.196800e+00
      3.100            1.100       -3.855000e-01
      3.100            1.900       -1.546900e+00
      3.100            2.100       -1.398900e+00
      3.100            2.700       -1.304400e+00
      3.100           10.100       +8.563200e+00
      3.300            0.700       +7.145100e+00
      3.300            2.900       -1.385700e+00
      3.300            7.500       -1.136000e-01
      3.300            9.500       +7.727100e+00
      3.300           11.500       +7.751700e+00
      3.300           11.900       +6.931500e+00
      3.500            0.900       -9.360000e-02
      3.500            1.500       +5.852400e+00
      3.500            1.700       +5.574600e+00
      3.500            7.300       +7.090500e+00
      3.500           10.500       +8.596900e+00
      3.500           11.500       +7.597600e+00
      3.700            0.700       +5.133000e-01
      3.700            1.300       +6.333400e+00
      3.700            1.900       +5.725200e+00
      3.700            2.900       +6.800000e+00
      3.700            3.100       +6.521200e+00
      3.700            3.300       +6.223200e+00
      3.700            4.700       +5.485100e+00
      3.700            7.700       +7.388600e+00
      3.700            7.900       +7.422300e+00
      3.700            8.300       +7.609300e+00
      3.700            8.500       +7.651200e+00
      3.700            9.300       +7.725400e+00
      3.700           10.700       +8.105000e+00
      3.900            0.500       +1.146500e+00
      3.900            2.700       +1.129000e-01
      3.900            4.700       +5.390500e+00
      3.900            5.100       +5.157100e+00
      3.900            7.100       +7.271000e+00
      3.900            8.700       +7.520400e+00
      3.900           10.300       +7.943800e+00
      4.100            0.300       +8.518600e+00
      4.100            0.500       +1.309000e+00
      4.100            1.900       +6.075300e+00
      4.100            4.100       +5.912500e+00
      4.100            4.700       +5.396900e+00
      4.100            4.900       +5.312700e+00
      4.100            5.500       +5.626100e+00
      4.100            9.900       +7.592000e+00
      4.100           10.700       +7.163300e+00
      4.300            0.500       +8.402700e+00
      4.300            1.100       +7.078800e+00
      4.300            1.900       +6.162100e+00
      4.300            3.100       +6.849800e+00
      4.300            5.300       +5.681100e+00
      4.300            7.300       +7.843800e+00
      4.300            9.100       +6.547300e+00
      4.300           11.700       +6.857200e+00
      4.500            4.900       +5.628100e+00
      4.500            5.500       +6.071900e+00
      4.500            6.100       +6.508500e+00
      4.500            6.900       +7.786700e+00
      4.500            8.100       +6.899900e+00
      4.500            8.900       +6.082900e+00
      4.500            9.300       +5.967800e+00
      4.500            9.500       +6.120200e+00
      4.700            0.900       +7.427800e+00
      4.700            1.300       +6.413100e+00
      4.700            1.700       +6.071400e+00
      4.700            2.700       +6.282100e+00
      4.700            5.300       +6.237400e+00
      4.700            5.500       +6.405400e+00
      4.700            8.300       +6.373000e+00
      4.700            8.900       +5.819800e+00
      4.700            9.700       +5.852500e+00
      4.700           10.100       +5.737200e+00
      4.700           11.100       +6.133600e+00
      4.900            0.900       +7.153600e+00
      4.900            3.900       +6.134900e+00
      4.900            5.500       +6.775600e+00
      4.900            5.900       +7.060600e+00
      4.900            7.100       +8.273000e+00
      4.900            7.300       +8.202200e+00
      4.900            9.900       +5.520200e+00
      4.900           10.700       +5.451200e+00
      4.900           10.900       +5.554800e+00
      5.100            0.300       +1.009100e+00
      5.100            2.500       +5.591600e+00
      5.100            3.500       +6.208800e+00
      5.100            4.900       +6.394100e+00
      5.100            6.100       +7.521700e+00
      5.100            6.300       +7.732000e+00
      5.100            6.500       +7.897700e+00
      5.100            8.300       +6.242800e+00
      5.100           10.500       +5.282900e+00
      5.100           11.500       +5.658900e+00
      5.300            0.100       +1.222800e+00
      5.300            0.700       +7.141900e+00
      5.300            1.700       +5.450400e+00
      5.300            2.100       +5.450000e+00
      5.300            2.300       +5.432300e+00
      5.300            2.700       +5.356800e+00
      5.300            3.500       +6.237400e+00
      5.300            4.300       +6.187300e+00
      5.300            5.700       +7.356200e+00
      5.300            6.300       +7.724200e+00
      5.300            7.300       +8.269900e+00
      5.300            7.900       +7.399000e+00
      5.300            8.100       +6.920600e+00
      5.300            8.700       +6.061600e+00
      5.300           10.300       +5.400200e+00
      5.300           10.900       +5.231900e+00
      5.300           11.500       +5.485100e+00
      5.500            0.300       +8.550000e-01
      5.500            0.900       +6.429900e+00
      5.500            2.500       +5.319400e+00
      5.500            3.900       +6.345800e+00
      5.500            4.300       +6.202500e+00
      5.500            4.500       +6.273300e+00
      5.500            5.100       +6.937400e+00
      5.500            5.900       +7.375100e+00
      5.500            6.300       +7.543700e+00
      5.500            7.900       +7.730900e+00
      5.500            9.500       +6.306800e+00
      5.500            9.900       +6.057100e+00
      5.700            1.500       +5.606500e+00
      5.700            2.300       +5.387200e+00
      5.700            3.100       +5.687300e+00
      5.700            3.500       +6.180700e+00
      5.700            3.700       +6.319200e+00
      5.700            4.700       +6.485100e+00
      5.700            5.500       +7.197300e+00
      5.700            7.500       +8.146400e+00
      5.700            8.900       +6.538400e+00
      5.700            9.300       +6.551200e+00
      5.700            9.700       +6.446700e+00
      5.900            0.700       +6.598500e+00
      5.900            2.500       +5.309800e+00
      5.900            2.900       +5.433300e+00
      5.900            4.500       +6.389900e+00
      5.900            6.500       +6.774200e+00
      5.900            7.300       +7.578600e+00
      5.900            7.900       +7.818000e+00
      5.900            8.300       +7.131300e+00
      5.900           11.100       +5.365900e+00
      5.900           11.300       +5.358300e+00
      6.100            0.700       +6.375500e+00
      6.100            1.300       +5.935400e+00
      6.100            1.900       +5.856900e+00
      6.100            2.900       +5.361500e+00
      6.100            5.300       +7.093800e+00
      6.100            5.900       +6.661600e+00
      6.100            6.300       +6.410500e+00
      6.100            7.100       +7.094900e+00
      6.100            8.900       +6.801300e+00
      6.100            9.300       +6.761300e+00
      6.100           10.700       +6.113300e+00
      6.100           10.900       +5.830100e+00
      6.100           11.100       +5.644400e+00
      6.300            1.100       +5.975600e+00
      6.300            1.700       +6.094400e+00
      6.300            3.500       +6.166500e+00
      6.300            6.300       +6.144600e+00
      6.300            6.900       +6.769500e+00
      6.300            8.100       +1.296000e-01
      6.300            9.100       +6.675600e+00
      6.300           10.300       +6.813600e+00
      6.300           11.900       +6.138100e+00
      6.500            3.100       +5.704600e+00
