%       x_1              x_2            Y = ln T
      1.300            2.700       +1.833200e+00
      1.500            2.100       +6.049000e-01
      2.100            1.500       -2.727000e-01
      2.700            3.700       -1.453300e+00
      3.300            9.500       +7.727100e+00
      3.500            4.900       +5.548400e+00
      5.500            1.700       +5.439400e+00
      5.700            2.700       +5.334500e+00
      6.300            5.300       +7.122200e+00
      6.700            3.300       +6.230900e+00
      6.700            4.100       +7.017600e+00
      7.100            0.100       +7.476200e+00
      7.900            6.500       +7.850500e+00
      9.500            6.300       -1.360600e+00
     10.900            2.300       +6.435200e+00
     10.900            2.700       +6.799800e+00
     11.300            8.100       -1.412700e+00
     11.500            5.900       +6.591000e-01
