%       x_1              x_2            Y = ln T
      0.100            1.300       -8.160000e-01
      0.100            3.700       -1.449000e-01
      0.100            3.900       -2.020000e-01
      0.100            4.300       -1.714000e-01
      0.100            6.700       -2.634000e-01
      0.100           10.100       +7.961700e+00
      0.100           10.300       +7.983100e+00
      0.100           11.500       +6.656200e+00
      0.300            4.700       -1.357000e-01
      0.300            5.900       +4.751000e-01
      0.300            6.500       -5.045000e-01
      0.300            7.900       +6.895300e+00
      0.300            8.100       +6.888200e+00
      0.300           10.500       +8.067700e+00
      0.300           11.700       +6.642200e+00
      0.500            0.700       -1.665300e+00
      0.500            3.700       +7.299997e-03
      0.500            4.900       -5.472000e-01
      0.500            5.300       -3.403000e-01
      0.500            9.100       -2.084000e-01
      0.500           10.700       +7.917000e+00
      0.500           10.900       +7.438900e+00
      0.500           11.500       +6.504200e+00
      0.500           11.700       +6.593300e+00
      0.700            1.700       -4.143000e-01
      0.700            6.700       -1.466300e+00
      0.700            6.900       -1.527700e+00
      0.700            9.100       -2.644000e-01
      0.700            9.300       +7.087400e+00
      0.700            9.700       +7.698600e+00
      0.700           10.900       +7.657400e+00
      0.700           11.900       +6.781100e+00
      0.900            1.500       -9.912000e-01
      0.900            4.700       -9.195001e-01
      0.900            7.900       +6.239600e+00
      0.900           11.500       +6.916100e+00
      1.100            0.100       +1.511000e-01
      1.100            5.100       +6.052200e+00
      1.100            5.900       +6.658100e+00
      1.100            6.100       +6.369900e+00
      1.100            6.300       -1.294300e+00
      1.100            7.500       +6.167800e+00
      1.100            9.100       -4.543000e-01
      1.100           10.900       +8.372600e+00
      1.100           11.300       +7.565600e+00
      1.100           11.700       +7.188500e+00
      1.300            0.700       -9.042000e-01
      1.300            1.300       -1.143500e+00
      1.300            4.500       -4.225000e-01
      1.300            5.300       +6.312400e+00
      1.300            5.500       +6.404300e+00
      1.300            6.100       +6.338800e+00
      1.300            6.900       +5.417000e+00
      1.300            7.900       +6.747700e+00
      1.300            9.100       -3.488000e-01
      1.300           10.300       +8.722900e+00
      1.300           10.500       +8.902800e+00
      1.300           11.700       +7.505100e+00
      1.500            0.300       +1.973000e-01
      1.500            2.100       +6.049000e-01
      1.500            6.300       +6.009600e+00
      1.500            6.500       -1.496300e+00
      1.500            7.700       +7.078400e+00
      1.500            8.900       -8.980000e-02
      1.500           10.100       +8.317101e+00
      1.700            1.500       -7.727000e-01
      1.700            1.700       -4.374000e-01
      1.700            3.900       +3.818000e-01
      1.700            4.100       -1.360000e-02
      1.700            6.700       -1.076200e+00
      1.700            7.300       +7.026500e+00
      1.700           10.900       +8.894200e+00
      1.900            1.700       -3.434000e-01
      1.900            2.700       +1.602100e+00
      1.900            3.900       -1.134000e-01
      1.900            5.700       +6.975100e+00
      1.900            8.300       +7.187000e+00
      1.900            9.500       +7.266800e+00
      1.900            9.700       +7.514600e+00
      1.900           10.900       +8.776800e+00
      2.100            2.100       +5.670000e-02
      2.100            6.900       -9.210000e-02
      2.100            9.100       +7.025400e+00
      2.100           10.700       +8.607500e+00
      2.100           11.500       +8.016000e+00
      2.100           11.700       +7.712300e+00
      2.300            4.300       -1.460900e+00
      2.300            4.700       +6.503600e+00
      2.300            6.300       +1.538000e-01
      2.300            7.100       +1.225000e-01
      2.300            7.700       +7.140900e+00
      2.300            9.900       +7.652100e+00
      2.300           11.100       +8.527900e+00
      2.300           11.700       +7.645400e+00
      2.500            5.500       +7.064700e+00
