%       x_1              x_2            Y = ln T
      0.100            0.700       -1.765200e+00
      0.100            1.300       -8.160000e-01
      0.100            2.300       +1.185300e+00
      0.100            3.700       -1.449000e-01
      0.100            4.900       +3.529999e-02
      0.100            5.100       +7.350000e-02
      0.100            5.900       +6.692000e-01
      0.100            6.100       +4.470000e-01
      0.100            8.100       +1.451000e-01
      0.100            9.500       +1.950000e-01
      0.100           11.500       +6.656200e+00
      0.100           11.900       +6.861300e+00
      0.300            0.300       -1.733600e+00
      0.300            0.900       -1.595900e+00
      0.300            6.500       -5.045000e-01
      0.300            7.700       -1.844000e-01
      0.300            8.500       +6.881700e+00
      0.300            9.100       -1.801000e-01
      0.300           10.500       +8.067700e+00
      0.500            0.700       -1.665300e+00
      0.500            0.900       -1.586000e+00
      0.500            2.900       +1.078100e+00
      0.500            4.300       -3.529000e-01
      0.500            5.300       -3.403000e-01
      0.500            5.700       +1.550000e-01
      0.500            6.500       -8.346000e-01
      0.500            6.700       -1.037000e+00
      0.500            9.500       +7.333700e+00
      0.500            9.700       +7.641900e+00
      0.500           10.100       +8.262800e+00
      0.500           10.900       +7.438900e+00
      0.500           11.500       +6.504200e+00
      0.500           11.700       +6.593300e+00
      0.700            0.100       -9.044001e-01
      0.700            1.700       -4.143000e-01
      0.700            4.300       -4.300000e-01
      0.700            7.700       +6.193200e+00
      0.700            7.900       +6.283100e+00
      0.700            8.100       -6.962000e-01
      0.700            9.100       -2.644000e-01
      0.700            9.500       +7.358800e+00
      0.700            9.900       +8.063900e+00
      0.700           10.500       +8.423500e+00
      0.700           11.500       +6.630600e+00
      0.900            0.100       -3.347000e-01
      0.900            0.900       -1.424100e+00
      0.900            1.100       -1.448500e+00
      0.900            1.300       -1.355000e+00
      0.900            2.300       +1.103100e+00
      0.900            2.700       +1.594500e+00
      0.900            3.300       +1.117400e+00
      0.900            4.100       -1.636000e-01
      0.900            5.300       -9.426000e-01
      0.900            5.700       -3.916000e-01
      0.900            5.900       +6.778200e+00
      0.900            7.500       -1.155400e+00
      1.100            1.300       -1.272500e+00
      1.100            3.100       +1.732500e+00
      1.100            3.700       +7.014000e-01
      1.100            3.900       +3.228000e-01
      1.100            4.100       -2.300002e-03
      1.100            4.700       -8.565000e-01
      1.100            5.900       +6.658100e+00
      1.100            6.700       -2.036800e+00
      1.100            6.900       -1.873700e+00
      1.100            7.700       +6.362500e+00
      1.100            9.100       -4.543000e-01
      1.100            9.300       +7.025600e+00
      1.100            9.700       +7.693600e+00
      1.100            9.900       +8.060300e+00
      1.300            0.700       -9.042000e-01
      1.300            1.300       -1.143500e+00
      1.300            1.700       -4.363000e-01
      1.300            1.900       +6.859999e-02
      1.300            2.100       +6.571000e-01
      1.300            2.300       +1.223400e+00
      1.300            3.100       +2.012300e+00
      1.300            3.500       +1.353800e+00
      1.300            5.300       +6.312400e+00
      1.300            6.900       +5.417000e+00
      1.300            7.100       +5.852300e+00
      1.300            7.500       +6.550900e+00
      1.300           10.100       +8.388600e+00
      1.300           11.300       +7.958600e+00
      1.500            0.100       +6.095999e-01
      1.500            2.100       +6.049000e-01
      1.500            2.500       +1.548500e+00
      1.500            7.900       +7.046400e+00
      1.500            8.100       +6.991300e+00
      1.500            8.300       +6.994800e+00
      1.500           10.100       +8.317101e+00
      1.500           11.100       +8.576500e+00
      1.500           11.300       +8.238300e+00
      1.500           11.500       +7.960100e+00
      1.700            0.300       +3.871000e-01
      1.700            0.500       +3.830000e-02
      1.700            0.700       -3.188000e-01
      1.700            1.100       -8.364000e-01
      1.700            1.700       -4.374000e-01
      1.700            3.500       +1.379200e+00
      1.700            4.300       -2.404000e-01
      1.700            5.300       +6.758200e+00
      1.700            6.300       -9.145000e-01
      1.700            8.300       +7.146500e+00
      1.700            9.100       +7.049200e+00
      1.700            9.500       +7.254300e+00
      1.700           11.700       +7.799500e+00
      1.900            1.500       -5.170000e-01
      1.900            2.900       +1.811100e+00
      1.900            5.700       +6.975100e+00
      1.900            6.300       -5.724000e-01
      1.900            7.900       +7.292200e+00
      1.900            8.700       +7.004800e+00
      1.900            8.900       +7.025800e+00
      1.900            9.300       +7.118000e+00
      1.900            9.700       +7.514600e+00
      1.900           10.700       +8.781600e+00
      1.900           11.700       +7.775200e+00
      2.100            0.500       +6.401000e-01
      2.100            0.900       +2.186000e-01
      2.100            1.100       +2.890000e-02
      2.100            2.900       +1.332000e+00
      2.100            4.100       -1.003900e+00
      2.100            4.900       +7.069400e+00
      2.100            6.700       -1.575000e-01
      2.100            7.300       +1.723000e-01
      2.100            7.700       +7.290500e+00
      2.100            8.900       +6.908800e+00
      2.100           10.300       +8.178400e+00
      2.100           11.700       +7.712300e+00
      2.100           11.900       +7.463700e+00
      2.300            1.500       -1.702000e-01
      2.300            1.900       -4.343000e-01
      2.300            4.100       -1.475100e+00
      2.300            5.100       +7.044600e+00
      2.300            5.300       +7.102200e+00
      2.300            5.700       +7.261800e+00
      2.300            6.500       +1.403000e-01
      2.300            7.700       +7.140900e+00
      2.300            9.500       +7.233500e+00
      2.300           10.500       +8.297700e+00
      2.300           10.900       +8.592100e+00
      2.300           11.500       +7.975400e+00
      2.500            0.700       +6.513000e-01
      2.500            3.100       -5.750000e-02
      2.500            3.300       -4.292000e-01
      2.500            4.300       -1.689600e+00
      2.500            6.500       +7.454400e+00
      2.500            7.700       +7.069600e+00
      2.500           10.100       +7.884800e+00
      2.500           10.500       +8.432400e+00
      2.500           10.700       +8.643300e+00
      2.700            0.300       +2.327000e-01
      2.700            0.700       +7.552900e+00
      2.700            2.700       -4.827000e-01
      2.700            3.300       -1.005500e+00
      2.700            4.100       -1.643200e+00
      2.700            4.700       +6.055000e+00
      2.700            5.100       +6.485400e+00
      2.700            6.100       +4.734000e-01
      2.700            7.300       -5.970000e-02
      2.700            7.500       +7.048000e+00
      2.700            7.900       +7.028600e+00
      2.700            8.100       +6.933300e+00
      2.700            9.100       +6.979800e+00
      2.700            9.300       +7.121200e+00
      2.700           10.500       +8.711600e+00
      2.700           10.700       +8.878700e+00
      2.700           11.300       +8.361000e+00
      2.700           11.700       +7.535000e+00
      2.900            3.300       -1.425900e+00
      2.900            6.100       +5.207000e-01
      2.900            7.100       +4.450000e-02
      2.900            9.700       +7.635900e+00
      2.900           10.300       +8.684600e+00
      2.900           11.700       +7.492600e+00
      3.100            1.300       -7.991000e-01
      3.100            2.100       -1.398900e+00
      3.100            4.100       +5.853100e+00
      3.100            5.100       +6.075900e+00
      3.100            5.300       +6.223700e+00
      3.100            6.300       +7.038000e-01
      3.100           10.500       +9.044000e+00
      3.300            0.100       +4.130000e-01
      3.300            1.100       -5.018000e-01
      3.300            1.300       -8.947001e-01
      3.300            2.700       -1.236400e+00
      3.300            3.500       +5.746200e+00
      3.300            3.700       +5.858000e+00
      3.300            4.100       +5.908400e+00
      3.300            5.300       +5.879000e+00
      3.300            5.700       -5.301000e-01
      3.300            7.300       -1.387000e-01
      3.300            7.700       +7.128700e+00
      3.300            8.700       +7.437900e+00
      3.300            9.500       +7.727100e+00
      3.300           10.500       +8.875600e+00
      3.500            1.700       +5.574600e+00
      3.500            3.100       +6.088400e+00
      3.500            3.500       -1.170400e+00
      3.500            4.100       +5.922100e+00
      3.500            5.300       +5.531500e+00
      3.500            5.900       +6.702900e+00
      3.500            7.500       +7.158700e+00
      3.500            8.100       +7.495100e+00
      3.500            8.500       +7.603600e+00
      3.500            9.300       +7.681600e+00
      3.500            9.500       +7.833100e+00
      3.500            9.900       +8.349900e+00
      3.500           10.700       +8.533700e+00
      3.500           10.900       +8.435600e+00
      3.500           11.100       +8.265700e+00
      3.500           11.300       +7.971900e+00
      3.500           11.500       +7.597600e+00
      3.700            0.700       +5.133000e-01
      3.700            1.100       -2.659000e-01
      3.700            1.300       +6.333400e+00
      3.700            2.500       -3.219000e-01
      3.700            4.500       +5.659200e+00
      3.700            4.700       +5.485100e+00
