%       x_1              x_2            Y = ln T
      0.100            0.900       -1.586300e+00
      0.100            2.700       +9.196000e-01
      0.100            3.100       +4.120000e-01
      0.100            9.700       +7.582300e+00
      0.100            9.900       +7.826200e+00
      0.100           10.300       +7.983100e+00
      0.300            0.700       -1.735200e+00
      0.300            2.100       +8.895000e-01
      0.300            5.100       -1.346000e-01
      0.300            5.900       +4.751000e-01
      0.300            8.300       +6.884000e+00
      0.300            8.500       +6.881700e+00
      0.300            9.300       -2.220000e-02
      0.500            1.900       +2.925000e-01
      0.500            3.100       +8.255000e-01
      0.500            5.900       +2.384000e-01
      0.500            6.300       -4.213000e-01
      0.500            7.500       +6.434600e+00
      0.500            7.900       -5.675000e-01
      0.500            9.300       -9.800002e-03
      0.500            9.900       +7.988300e+00
      0.700            5.300       -6.958000e-01
      0.700            5.900       +7.036100e+00
      0.700            7.300       -1.224900e+00
      0.700           10.700       +8.120000e+00
      0.900            2.700       +1.594500e+00
      0.900            3.500       +7.555000e-01
      0.900            5.100       -1.104700e+00
      0.900            5.900       +6.778200e+00
      0.900           10.700       +8.367300e+00
      1.100            1.300       -1.272500e+00
      1.100            3.100       +1.732500e+00
      1.100            3.900       +3.228000e-01
      1.100            4.500       -5.925000e-01
      1.100            5.700       +6.616700e+00
      1.100            6.100       +6.369900e+00
      1.100            6.700       -2.036800e+00
      1.100            9.100       -4.543000e-01
      1.100           11.900       +7.091200e+00
      1.300            1.700       -4.363000e-01
      1.300            1.900       +6.859999e-02
      1.300            6.100       +6.338800e+00
      1.300            6.900       +5.417000e+00
      1.500            0.300       +1.973000e-01
      1.500            0.500       -2.377000e-01
      1.500            0.900       -1.001400e+00
      1.500            1.500       -8.303000e-01
      1.500            1.700       -4.311000e-01
      1.500            2.300       +1.129500e+00
      1.500            4.500       +6.813800e+00
      1.500            5.100       +6.636000e+00
      1.500            7.300       +6.672400e+00
      1.500            7.700       +7.078400e+00
      1.500            8.900       -8.980000e-02
      1.500           11.700       +7.702200e+00
      1.700            0.700       -3.188000e-01
      1.700            5.100       +6.832100e+00
      1.700            5.300       +6.758200e+00
      1.700            6.300       -9.145000e-01
      1.700            8.500       +7.092900e+00
      1.700            9.900       +7.873700e+00
      1.900            5.100       +6.967600e+00
      1.900            6.300       -5.724000e-01
      1.900            8.100       +7.239400e+00
      1.900           10.900       +8.776800e+00
      2.100            0.300       +7.580000e-01
      2.100            0.500       +6.401000e-01
      2.100            1.500       -2.727000e-01
      2.100            1.700       -2.914000e-01
      2.100            2.700       +1.152500e+00
      2.100            3.700       -2.403000e-01
      2.100            4.900       +7.069400e+00
      2.100            7.300       +1.723000e-01
      2.100            8.500       +6.951300e+00
      2.100            9.100       +7.025400e+00
      2.100           11.700       +7.712300e+00
      2.300            1.700       -3.840000e-01
      2.300            2.100       -2.784000e-01
      2.300            3.100       +6.073000e-01
      2.300            8.300       +6.922100e+00
      2.300           11.300       +8.286300e+00
      2.500            2.500       -1.032000e-01
      2.500            6.900       +1.562000e-01
      2.500            7.700       +7.069600e+00
      2.500           10.700       +8.643300e+00
      2.500           11.700       +7.587700e+00
      2.700            0.100       +5.729999e-02
      2.700            2.900       -5.479000e-01
      2.700            8.100       +6.933300e+00
      2.900            1.500       -9.719000e-01
      2.900            1.700       +5.832800e+00
      2.900            2.500       -9.765000e-01
      2.900            4.500       +5.834100e+00
      2.900            5.300       +6.455300e+00
      2.900            8.900       +7.029400e+00
      2.900            9.100       +7.112800e+00
      3.100            0.300       +1.190000e-01
      3.100            8.300       +7.156200e+00
      3.100            8.700       +7.194100e+00
      3.100           10.700       +9.100400e+00
      3.300            2.900       -1.385700e+00
      3.300            4.300       +5.900400e+00
      3.300            4.500       +5.904900e+00
      3.300            5.700       -5.301000e-01
      3.300            6.100       +2.657000e-01
      3.300           10.300       +8.796000e+00
      3.500            0.900       -9.360000e-02
      3.500            7.700       +7.269600e+00
      3.500            8.500       +7.603600e+00
      3.700            0.300       +1.085900e+00
      3.700            2.300       -6.027000e-01
      3.700            2.700       -2.569000e-01
      3.700            5.700       +6.014600e+00
      3.700            5.900       +6.481700e+00
      3.700            6.300       +7.024800e+00
      3.700            9.300       +7.725400e+00
      3.700           10.100       +8.319600e+00
      3.700           11.300       +7.700600e+00
      3.900            0.900       +3.711000e-01
      3.900            3.900       +6.064700e+00
      3.900            4.300       +5.757300e+00
      3.900            4.900       +5.240700e+00
      4.300            0.300       +8.477600e+00
      4.300            2.500       +6.981300e+00
      4.300            2.700       +6.996100e+00
      4.300            3.700       +6.395400e+00
      4.300            5.300       +5.681100e+00
      4.300           10.900       +6.669000e+00
      4.300           11.100       +6.837400e+00
      4.300           11.900       +6.758100e+00
      4.500            0.900       +7.602800e+00
      4.500            1.300       +6.531300e+00
      4.500            2.100       +6.339500e+00
      4.500            6.900       +7.786700e+00
      4.500            7.300       +7.977000e+00
      4.500           10.100       +6.312300e+00
      4.500           10.500       +6.160600e+00
      4.500           11.100       +6.504400e+00
      4.700            0.500       +8.109000e+00
